ref_id,book,chapter,verse
8001008,8,1,8
8001009,8,1,9
8001010,8,1,10
8001011,8,1,11
8001012,8,1,12
8001013,8,1,13
8001014,8,1,14
8001015,8,1,15
8001016,8,1,16
8001017,8,1,17
8001018,8,1,18
8001019,8,1,19
8001020,8,1,20
8001021,8,1,21
8001022,8,1,22
8002001,8,2,1
8002002,8,2,2
8002003,8,2,3
8002004,8,2,4
8002005,8,2,5
8002006,8,2,6
8002007,8,2,7
8002008,8,2,8
8002009,8,2,9
8002010,8,2,10
8002011,8,2,11
8002012,8,2,12
8002013,8,2,13
8002014,8,2,14
8002015,8,2,15
8002016,8,2,16
8002017,8,2,17
8002018,8,2,18
8002019,8,2,19
8002020,8,2,20
8002021,8,2,21
8002022,8,2,22
8002023,8,2,23
8003001,8,3,1
8003002,8,3,2
8003003,8,3,3
8003004,8,3,4
8003005,8,3,5
8003006,8,3,6
8003007,8,3,7
8003008,8,3,8
8003009,8,3,9
8003010,8,3,10
8003011,8,3,11
8003012,8,3,12
8003013,8,3,13
8003014,8,3,14
8003015,8,3,15
8003016,8,3,16
8003017,8,3,17
8003018,8,3,18
8004001,8,4,1
8004002,8,4,2
8004003,8,4,3
8004004,8,4,4
8004005,8,4,5
8004006,8,4,6
8004007,8,4,7
8004008,8,4,8
8004009,8,4,9
8004010,8,4,10
8004011,8,4,11
8004012,8,4,12
8004013,8,4,13
8004014,8,4,14
8004015,8,4,15
8004016,8,4,16
8004017,8,4,17
8004018,8,4,18
8004019,8,4,19
8004020,8,4,20
8004021,8,4,21
8004022,8,4,22
9001001,9,1,1
9001002,9,1,2
9001003,9,1,3
9001004,9,1,4
9001005,9,1,5
9001006,9,1,6
9001007,9,1,7
9001008,9,1,8
9001009,9,1,9
9001010,9,1,10
9001011,9,1,11
9001012,9,1,12
9001013,9,1,13
9001014,9,1,14
9001015,9,1,15
9001016,9,1,16
9001017,9,1,17
9001018,9,1,18
9001019,9,1,19
9001020,9,1,20
9001021,9,1,21
9001022,9,1,22
9001023,9,1,23
9001024,9,1,24
9001025,9,1,25
9001026,9,1,26
9001027,9,1,27
9001028,9,1,28
9002001,9,2,1
9002002,9,2,2
9002003,9,2,3
9002004,9,2,4
9002005,9,2,5
9002006,9,2,6
9002007,9,2,7
9002008,9,2,8
9002009,9,2,9
9002010,9,2,10
9002011,9,2,11
9002012,9,2,12
9002013,9,2,13
9002014,9,2,14
9002015,9,2,15
9002016,9,2,16
9002017,9,2,17
9002018,9,2,18
9002019,9,2,19
9002020,9,2,20
9002021,9,2,21
9002022,9,2,22
9002023,9,2,23
9002024,9,2,24
9002025,9,2,25
9002026,9,2,26
9002027,9,2,27
9002028,9,2,28
9002029,9,2,29
9002030,9,2,30
9002031,9,2,31
9002032,9,2,32
9002033,9,2,33
9002034,9,2,34
9002035,9,2,35
9002036,9,2,36
9003001,9,3,1
9003002,9,3,2
9003003,9,3,3
9003004,9,3,4
9003005,9,3,5
9003006,9,3,6
9003007,9,3,7
9003008,9,3,8
9003009,9,3,9
9003010,9,3,10
9003011,9,3,11
9003012,9,3,12
9003013,9,3,13
9003014,9,3,14
9003015,9,3,15
9003016,9,3,16
9003017,9,3,17
9003018,9,3,18
9003019,9,3,19
9003020,9,3,20
9003021,9,3,21
9004001,9,4,1
9004002,9,4,2
9004003,9,4,3
9004004,9,4,4
9004005,9,4,5
9004006,9,4,6
9004007,9,4,7
9004008,9,4,8
9004009,9,4,9
9004010,9,4,10
9004011,9,4,11
9004012,9,4,12
9004013,9,4,13
9004014,9,4,14
9004015,9,4,15
9004016,9,4,16
9004017,9,4,17
9004018,9,4,18
9004019,9,4,19
9004020,9,4,20
9004021,9,4,21
9004022,9,4,22
9005001,9,5,1
9005002,9,5,2
9005003,9,5,3
9005004,9,5,4
9005005,9,5,5
9005006,9,5,6
9005007,9,5,7
9005008,9,5,8
9005009,9,5,9
9005010,9,5,10
9005011,9,5,11
9005012,9,5,12
9006001,9,6,1
9006002,9,6,2
9006003,9,6,3
9006004,9,6,4
9006005,9,6,5
9006006,9,6,6
9006007,9,6,7
9006008,9,6,8
9006009,9,6,9
9006010,9,6,10
9006011,9,6,11
9006012,9,6,12
9006013,9,6,13
9006014,9,6,14
9006015,9,6,15
9006016,9,6,16
9006017,9,6,17
9006018,9,6,18
9006019,9,6,19
9006020,9,6,20
9006021,9,6,21
9007001,9,7,1
9007002,9,7,2
9007003,9,7,3
9007004,9,7,4
9007005,9,7,5
9007006,9,7,6
9007007,9,7,7
9007008,9,7,8
9007009,9,7,9
9007010,9,7,10
9007011,9,7,11
9007012,9,7,12
9007013,9,7,13
9007014,9,7,14
9007015,9,7,15
9007016,9,7,16
9007017,9,7,17
9008001,9,8,1
9008002,9,8,2
9008003,9,8,3
9008004,9,8,4
9008005,9,8,5
9008006,9,8,6
9008007,9,8,7
9008008,9,8,8
9008009,9,8,9
9008010,9,8,10
9008011,9,8,11
9008012,9,8,12
9008013,9,8,13
9008014,9,8,14
9008015,9,8,15
9008016,9,8,16
9008017,9,8,17
9008018,9,8,18
9008019,9,8,19
9008020,9,8,20
9008021,9,8,21
9008022,9,8,22
9009001,9,9,1
9009002,9,9,2
9009003,9,9,3
9009004,9,9,4
9009005,9,9,5
9009006,9,9,6
9009007,9,9,7
9009008,9,9,8
9009009,9,9,9
9009010,9,9,10
9009011,9,9,11
9009012,9,9,12
9009013,9,9,13
9009014,9,9,14
9009015,9,9,15
9009016,9,9,16
9009017,9,9,17
9009018,9,9,18
9009019,9,9,19
9009020,9,9,20
9009021,9,9,21
9009022,9,9,22
9009023,9,9,23
9009024,9,9,24
9009025,9,9,25
9009026,9,9,26
9009027,9,9,27
9010001,9,10,1
9010002,9,10,2
9010003,9,10,3
9010004,9,10,4
9010005,9,10,5
9010006,9,10,6
9010007,9,10,7
9010008,9,10,8
9010009,9,10,9
9010010,9,10,10
9010011,9,10,11
9010012,9,10,12
9010013,9,10,13
9010014,9,10,14
9010015,9,10,15
9010016,9,10,16
9010017,9,10,17
9010018,9,10,18
9010019,9,10,19
9010020,9,10,20
9010021,9,10,21
9010022,9,10,22
9010023,9,10,23
9010024,9,10,24
9010025,9,10,25
9010026,9,10,26
9010027,9,10,27
9011001,9,11,1
9011002,9,11,2
9011003,9,11,3
9011004,9,11,4
9011005,9,11,5
9011006,9,11,6
9011007,9,11,7
9011008,9,11,8
9011009,9,11,9
9011010,9,11,10
9011011,9,11,11
9011012,9,11,12
9011013,9,11,13
9011014,9,11,14
9011015,9,11,15
9012001,9,12,1
9012002,9,12,2
9012003,9,12,3
9012004,9,12,4
9012005,9,12,5
9012006,9,12,6
9012007,9,12,7
9012008,9,12,8
9012009,9,12,9
9012010,9,12,10
9012011,9,12,11
9012012,9,12,12
9012013,9,12,13
9012014,9,12,14
9012015,9,12,15
9012016,9,12,16
9012017,9,12,17
9012018,9,12,18
9012019,9,12,19
9012020,9,12,20
9012021,9,12,21
9012022,9,12,22
9012023,9,12,23
9012024,9,12,24
9012025,9,12,25
9013001,9,13,1
9013002,9,13,2
9013003,9,13,3
9013004,9,13,4
9013005,9,13,5
9013006,9,13,6
9013007,9,13,7
9013008,9,13,8
9013009,9,13,9
9013010,9,13,10
9013011,9,13,11
9013012,9,13,12
9013013,9,13,13
9013014,9,13,14
9013015,9,13,15
9013016,9,13,16
9013017,9,13,17
9013018,9,13,18
9013019,9,13,19
9013020,9,13,20
9013021,9,13,21
9013022,9,13,22
9013023,9,13,23
9014001,9,14,1
9014002,9,14,2
9014003,9,14,3
9014004,9,14,4
9014005,9,14,5
9014006,9,14,6
9014007,9,14,7
9014008,9,14,8
9014009,9,14,9
9014010,9,14,10
9014011,9,14,11
9014012,9,14,12
9014013,9,14,13
9014014,9,14,14
9014015,9,14,15
9014016,9,14,16
9014017,9,14,17
9014018,9,14,18
9014019,9,14,19
9014020,9,14,20
9014021,9,14,21
9014022,9,14,22
9014023,9,14,23
9014024,9,14,24
9014025,9,14,25
9014026,9,14,26
9014027,9,14,27
9014028,9,14,28
9014029,9,14,29
9014030,9,14,30
9014031,9,14,31
9014032,9,14,32
9014033,9,14,33
9014034,9,14,34
9014035,9,14,35
9014036,9,14,36
9014037,9,14,37
9014038,9,14,38
9014039,9,14,39
9014040,9,14,40
9014041,9,14,41
9014042,9,14,42
9014043,9,14,43
9014044,9,14,44
9014045,9,14,45
9014046,9,14,46
9014047,9,14,47
9014048,9,14,48
9014049,9,14,49
9014050,9,14,50
9014051,9,14,51
9014052,9,14,52
9015001,9,15,1
9015002,9,15,2
9015003,9,15,3
9015004,9,15,4
9015005,9,15,5
9015006,9,15,6
9015007,9,15,7
9015008,9,15,8
9015009,9,15,9
9015010,9,15,10
9015011,9,15,11
9015012,9,15,12
9015013,9,15,13
9015014,9,15,14
9015015,9,15,15
9015016,9,15,16
9015017,9,15,17
9015018,9,15,18
9015019,9,15,19
9015020,9,15,20
9015021,9,15,21
9015022,9,15,22
9015023,9,15,23
9015024,9,15,24
9015025,9,15,25
9015026,9,15,26
9015027,9,15,27
9015028,9,15,28
9015029,9,15,29
9015030,9,15,30
9015031,9,15,31
9015032,9,15,32
9015033,9,15,33
9015034,9,15,34
9015035,9,15,35
9016001,9,16,1
9016002,9,16,2
9016003,9,16,3
9016004,9,16,4
9016005,9,16,5
9016006,9,16,6
9016007,9,16,7
9016008,9,16,8
9016009,9,16,9
9016010,9,16,10
9016011,9,16,11
9016012,9,16,12
9016013,9,16,13
9016014,9,16,14
9016015,9,16,15
9016016,9,16,16
9016017,9,16,17
9016018,9,16,18
9016019,9,16,19
9016020,9,16,20
9016021,9,16,21
9016022,9,16,22
9016023,9,16,23
9017001,9,17,1
9017002,9,17,2
9017003,9,17,3
9017004,9,17,4
9017005,9,17,5
9017006,9,17,6
9017007,9,17,7
9017008,9,17,8
9017009,9,17,9
9017010,9,17,10
9017011,9,17,11
9017012,9,17,12
9017013,9,17,13
9017014,9,17,14
9017015,9,17,15
9017016,9,17,16
9017017,9,17,17
9017018,9,17,18
9017019,9,17,19
9017020,9,17,20
9017021,9,17,21
9017022,9,17,22
9017023,9,17,23
9017024,9,17,24
9017025,9,17,25
9017026,9,17,26
9017027,9,17,27
9017028,9,17,28
9017029,9,17,29
9017030,9,17,30
9017031,9,17,31
9017032,9,17,32
9017033,9,17,33
9017034,9,17,34
9017035,9,17,35
9017036,9,17,36
9017037,9,17,37
9017038,9,17,38
9017039,9,17,39
9017040,9,17,40
9017041,9,17,41
9017042,9,17,42
9017043,9,17,43
9017044,9,17,44
9017045,9,17,45
9017046,9,17,46
9017047,9,17,47
9017048,9,17,48
9017049,9,17,49
9017050,9,17,50
9017051,9,17,51
9017052,9,17,52
9017053,9,17,53
9017054,9,17,54
9017055,9,17,55
9017056,9,17,56
9017057,9,17,57
9017058,9,17,58
9018001,9,18,1
9018002,9,18,2
9018003,9,18,3
9018004,9,18,4
9018005,9,18,5
9018006,9,18,6
9018007,9,18,7
9018008,9,18,8
9018009,9,18,9
9018010,9,18,10
9018011,9,18,11
9018012,9,18,12
9018013,9,18,13
9018014,9,18,14
9018015,9,18,15
9018016,9,18,16
9018017,9,18,17
9018018,9,18,18
9018019,9,18,19
9018020,9,18,20
9018021,9,18,21
9018022,9,18,22
9018023,9,18,23
9018024,9,18,24
9018025,9,18,25
9018026,9,18,26
9018027,9,18,27
9018028,9,18,28
9018029,9,18,29
9018030,9,18,30
9019001,9,19,1
9019002,9,19,2
9019003,9,19,3
9019004,9,19,4
9019005,9,19,5
9019006,9,19,6
9019007,9,19,7
9019008,9,19,8
9019009,9,19,9
9019010,9,19,10
9019011,9,19,11
9019012,9,19,12
9019013,9,19,13
9019014,9,19,14
9019015,9,19,15
9019016,9,19,16
9019017,9,19,17
9019018,9,19,18
9019019,9,19,19
9019020,9,19,20
9019021,9,19,21
9019022,9,19,22
9019023,9,19,23
9019024,9,19,24
9020001,9,20,1
9020002,9,20,2
9020003,9,20,3
9020004,9,20,4
9020005,9,20,5
9020006,9,20,6
9020007,9,20,7
9020008,9,20,8
9020009,9,20,9
9020010,9,20,10
9020011,9,20,11
9020012,9,20,12
9020013,9,20,13
9020014,9,20,14
9020015,9,20,15
9020016,9,20,16
9020017,9,20,17
9020018,9,20,18
9020019,9,20,19
9020020,9,20,20
9020021,9,20,21
9020022,9,20,22
9020023,9,20,23
9020024,9,20,24
9020025,9,20,25
9020026,9,20,26
9020027,9,20,27
9020028,9,20,28
9020029,9,20,29
9020030,9,20,30
9020031,9,20,31
9020032,9,20,32
9020033,9,20,33
9020034,9,20,34
9020035,9,20,35
9020036,9,20,36
9020037,9,20,37
9020038,9,20,38
9020039,9,20,39
9020040,9,20,40
9020041,9,20,41
9020042,9,20,42
9021001,9,21,1
9021002,9,21,2
9021003,9,21,3
9021004,9,21,4
9021005,9,21,5
9021006,9,21,6
9021007,9,21,7
9021008,9,21,8
9021009,9,21,9
9021010,9,21,10
9021011,9,21,11
9021012,9,21,12
9021013,9,21,13
9021014,9,21,14
9021015,9,21,15
9022001,9,22,1
9022002,9,22,2
9022003,9,22,3
9022004,9,22,4
9022005,9,22,5
9022006,9,22,6
9022007,9,22,7
9022008,9,22,8
9022009,9,22,9
9022010,9,22,10
9022011,9,22,11
9022012,9,22,12
9022013,9,22,13
9022014,9,22,14
9022015,9,22,15
9022016,9,22,16
9022017,9,22,17
9022018,9,22,18
9022019,9,22,19
9022020,9,22,20
9022021,9,22,21
9022022,9,22,22
9022023,9,22,23
9023001,9,23,1
9023002,9,23,2
9023003,9,23,3
9023004,9,23,4
9023005,9,23,5
9023006,9,23,6
9023007,9,23,7
9023008,9,23,8
9023009,9,23,9
9023010,9,23,10
9023011,9,23,11
9023012,9,23,12
9023013,9,23,13
9023014,9,23,14
9023015,9,23,15
9023016,9,23,16
9023017,9,23,17
9023018,9,23,18
9023019,9,23,19
9023020,9,23,20
9023021,9,23,21
9023022,9,23,22
9023023,9,23,23
9023024,9,23,24
9023025,9,23,25
9023026,9,23,26
9023027,9,23,27
9023028,9,23,28
9023029,9,23,29
9024001,9,24,1
9024002,9,24,2
9024003,9,24,3
9024004,9,24,4
9024005,9,24,5
9024006,9,24,6
9024007,9,24,7
9024008,9,24,8
9024009,9,24,9
9024010,9,24,10
9024011,9,24,11
9024012,9,24,12
9024013,9,24,13
9024014,9,24,14
9024015,9,24,15
9024016,9,24,16
9024017,9,24,17
9024018,9,24,18
9024019,9,24,19
9024020,9,24,20
9024021,9,24,21
9024022,9,24,22
9025001,9,25,1
9025002,9,25,2
9025003,9,25,3
9025004,9,25,4
9025005,9,25,5
9025006,9,25,6
9025007,9,25,7
9025008,9,25,8
9025009,9,25,9
9025010,9,25,10
9025011,9,25,11
9025012,9,25,12
9025013,9,25,13
9025014,9,25,14
9025015,9,25,15
9025016,9,25,16
9025017,9,25,17
9025018,9,25,18
9025019,9,25,19
9025020,9,25,20
9025021,9,25,21
9025022,9,25,22
9025023,9,25,23
9025024,9,25,24
9025025,9,25,25
9025026,9,25,26
9025027,9,25,27
9025028,9,25,28
9025029,9,25,29
9025030,9,25,30
9025031,9,25,31
9025032,9,25,32
9025033,9,25,33
9025034,9,25,34
9025035,9,25,35
9025036,9,25,36
9025037,9,25,37
9025038,9,25,38
9025039,9,25,39
9025040,9,25,40
9025041,9,25,41
9025042,9,25,42
9025043,9,25,43
9025044,9,25,44
9026001,9,26,1
9026002,9,26,2
9026003,9,26,3
9026004,9,26,4
9026005,9,26,5
9026006,9,26,6
9026007,9,26,7
9026008,9,26,8
9026009,9,26,9
9026010,9,26,10
9026011,9,26,11
9026012,9,26,12
9026013,9,26,13
9026014,9,26,14
9026015,9,26,15
9026016,9,26,16
9026017,9,26,17
9026018,9,26,18
9026019,9,26,19
9026020,9,26,20
9026021,9,26,21
9026022,9,26,22
9026023,9,26,23
9026024,9,26,24
9026025,9,26,25
9027001,9,27,1
9027002,9,27,2
9027003,9,27,3
9027004,9,27,4
9027005,9,27,5
9027006,9,27,6
9027007,9,27,7
9027008,9,27,8
9027009,9,27,9
9027010,9,27,10
9027011,9,27,11
9027012,9,27,12
9028001,9,28,1
9028002,9,28,2
9028003,9,28,3
9028004,9,28,4
9028005,9,28,5
9028006,9,28,6
9028007,9,28,7
9028008,9,28,8
9028009,9,28,9
9028010,9,28,10
9028011,9,28,11
9028012,9,28,12
9028013,9,28,13
9028014,9,28,14
9028015,9,28,15
9028016,9,28,16
9028017,9,28,17
9028018,9,28,18
9028019,9,28,19
9028020,9,28,20
9028021,9,28,21
9028022,9,28,22
9028023,9,28,23
9028024,9,28,24
9028025,9,28,25
9029001,9,29,1
9029002,9,29,2
9029003,9,29,3
9029004,9,29,4
9029005,9,29,5
9029006,9,29,6
9029007,9,29,7
9029008,9,29,8
9029009,9,29,9
9029010,9,29,10
9029011,9,29,11
9030001,9,30,1
9030002,9,30,2
9030003,9,30,3
9030004,9,30,4
9030005,9,30,5
9030006,9,30,6
9030007,9,30,7
9030008,9,30,8
9030009,9,30,9
9030010,9,30,10
9030011,9,30,11
9030012,9,30,12
9030013,9,30,13
9030014,9,30,14
9030015,9,30,15
9030016,9,30,16
9030017,9,30,17
9030018,9,30,18
9030019,9,30,19
9030020,9,30,20
9030021,9,30,21
9030022,9,30,22
9030023,9,30,23
9030024,9,30,24
9030025,9,30,25
9030026,9,30,26
9030027,9,30,27
9030028,9,30,28
9030029,9,30,29
9030030,9,30,30
9030031,9,30,31
9031001,9,31,1
9031002,9,31,2
9031003,9,31,3
9031004,9,31,4
9031005,9,31,5
9031006,9,31,6
9031007,9,31,7
9031008,9,31,8
9031009,9,31,9
9031010,9,31,10
9031011,9,31,11
9031012,9,31,12
9031013,9,31,13
10001001,10,1,1
10001002,10,1,2
10001003,10,1,3
10001004,10,1,4
10001005,10,1,5
10001006,10,1,6
10001007,10,1,7
10001008,10,1,8
10001009,10,1,9
10001010,10,1,10
10001011,10,1,11
10001012,10,1,12
10001013,10,1,13
10001014,10,1,14
10001015,10,1,15
10001016,10,1,16
10001017,10,1,17
10001018,10,1,18
10001019,10,1,19
10001020,10,1,20
10001021,10,1,21
10001022,10,1,22
10001023,10,1,23
10001024,10,1,24
10001025,10,1,25
10001026,10,1,26
10001027,10,1,27
10002001,10,2,1
10002002,10,2,2
10002003,10,2,3
10002004,10,2,4
10002005,10,2,5
10002006,10,2,6
10002007,10,2,7
10002008,10,2,8
10002009,10,2,9
10002010,10,2,10
10002011,10,2,11
10002012,10,2,12
10002013,10,2,13
10002014,10,2,14
10002015,10,2,15
10002016,10,2,16
10002017,10,2,17
10002018,10,2,18
10002019,10,2,19
10002020,10,2,20
10002021,10,2,21
10002022,10,2,22
10002023,10,2,23
10002024,10,2,24
10002025,10,2,25
10002026,10,2,26
10002027,10,2,27
10002028,10,2,28
10002029,10,2,29
10002030,10,2,30
10002031,10,2,31
10002032,10,2,32
10003001,10,3,1
10003002,10,3,2
10003003,10,3,3
10003004,10,3,4
10003005,10,3,5
10003006,10,3,6
10003007,10,3,7
10003008,10,3,8
10003009,10,3,9
10003010,10,3,10
10003011,10,3,11
10003012,10,3,12
10003013,10,3,13
10003014,10,3,14
10003015,10,3,15
10003016,10,3,16
10003017,10,3,17
10003018,10,3,18
10003019,10,3,19
10003020,10,3,20
10003021,10,3,21
10003022,10,3,22
10003023,10,3,23
10003024,10,3,24
10003025,10,3,25
10003026,10,3,26
10003027,10,3,27
10003028,10,3,28
10003029,10,3,29
10003030,10,3,30
10003031,10,3,31
10003032,10,3,32
10003033,10,3,33
10003034,10,3,34
10003035,10,3,35
10003036,10,3,36
10003037,10,3,37
10003038,10,3,38
10003039,10,3,39
10004001,10,4,1
10004002,10,4,2
10004003,10,4,3
10004004,10,4,4
10004005,10,4,5
10004006,10,4,6
10004007,10,4,7
10004008,10,4,8
10004009,10,4,9
10004010,10,4,10
10004011,10,4,11
10004012,10,4,12
10005001,10,5,1
10005002,10,5,2
10005003,10,5,3
10005004,10,5,4
10005005,10,5,5
10005006,10,5,6
10005007,10,5,7
10005008,10,5,8
10005009,10,5,9
10005010,10,5,10
10005011,10,5,11
10005012,10,5,12
10005013,10,5,13
10005014,10,5,14
10005015,10,5,15
10005016,10,5,16
10005017,10,5,17
10005018,10,5,18
10005019,10,5,19
10005020,10,5,20
10005021,10,5,21
10005022,10,5,22
10005023,10,5,23
10005024,10,5,24
10005025,10,5,25
10006001,10,6,1
10006002,10,6,2
10006003,10,6,3
10006004,10,6,4
10006005,10,6,5
10006006,10,6,6
10006007,10,6,7
10006008,10,6,8
10006009,10,6,9
10006010,10,6,10
10006011,10,6,11
10006012,10,6,12
10006013,10,6,13
10006014,10,6,14
10006015,10,6,15
10006016,10,6,16
10006017,10,6,17
10006018,10,6,18
10006019,10,6,19
10006020,10,6,20
10006021,10,6,21
10006022,10,6,22
10006023,10,6,23
10007001,10,7,1
10007002,10,7,2
10007003,10,7,3
10007004,10,7,4
10007005,10,7,5
10007006,10,7,6
10007007,10,7,7
10007008,10,7,8
10007009,10,7,9
10007010,10,7,10
10007011,10,7,11
10007012,10,7,12
10007013,10,7,13
10007014,10,7,14
10007015,10,7,15
10007016,10,7,16
10007017,10,7,17
10007018,10,7,18
10007019,10,7,19
10007020,10,7,20
10007021,10,7,21
10007022,10,7,22
10007023,10,7,23
10007024,10,7,24
10007025,10,7,25
10007026,10,7,26
10007027,10,7,27
10007028,10,7,28
10007029,10,7,29
10008001,10,8,1
10008002,10,8,2
10008003,10,8,3
10008004,10,8,4
10008005,10,8,5
10008006,10,8,6
10008007,10,8,7
10008008,10,8,8
10008009,10,8,9
10008010,10,8,10
10008011,10,8,11
10008012,10,8,12
10008013,10,8,13
10008014,10,8,14
10008015,10,8,15
10008016,10,8,16
10008017,10,8,17
10008018,10,8,18
10009001,10,9,1
10009002,10,9,2
10009003,10,9,3
10009004,10,9,4
10009005,10,9,5
10009006,10,9,6
10009007,10,9,7
10009008,10,9,8
10009009,10,9,9
10009010,10,9,10
10009011,10,9,11
10009012,10,9,12
10009013,10,9,13
10010001,10,10,1
10010002,10,10,2
10010003,10,10,3
10010004,10,10,4
10010005,10,10,5
10010006,10,10,6
10010007,10,10,7
10010008,10,10,8
10010009,10,10,9
10010010,10,10,10
10010011,10,10,11
10010012,10,10,12
10010013,10,10,13
10010014,10,10,14
10010015,10,10,15
10010016,10,10,16
10010017,10,10,17
10010018,10,10,18
10010019,10,10,19
10011001,10,11,1
10011002,10,11,2
10011003,10,11,3
10011004,10,11,4
10011005,10,11,5
10011006,10,11,6
10011007,10,11,7
10011008,10,11,8
10011009,10,11,9
10011010,10,11,10
10011011,10,11,11
10011012,10,11,12
10011013,10,11,13
10011014,10,11,14
10011015,10,11,15
10011016,10,11,16
10011017,10,11,17
10011018,10,11,18
10011019,10,11,19
10011020,10,11,20
10011021,10,11,21
10011022,10,11,22
10011023,10,11,23
10011024,10,11,24
10011025,10,11,25
10011026,10,11,26
10011027,10,11,27
10012001,10,12,1
10012002,10,12,2
10012003,10,12,3
10012004,10,12,4
10012005,10,12,5
10012006,10,12,6
10012007,10,12,7
10012008,10,12,8
10012009,10,12,9
10012010,10,12,10
10012011,10,12,11
10012012,10,12,12
10012013,10,12,13
10012014,10,12,14
10012015,10,12,15
10012016,10,12,16
10012017,10,12,17
10012018,10,12,18
10012019,10,12,19
10012020,10,12,20
10012021,10,12,21
10012022,10,12,22
10012023,10,12,23
10012024,10,12,24
10012025,10,12,25
10012026,10,12,26
10012027,10,12,27
10012028,10,12,28
10012029,10,12,29
10012030,10,12,30
10012031,10,12,31
10013001,10,13,1
10013002,10,13,2
10013003,10,13,3
10013004,10,13,4
10013005,10,13,5
10013006,10,13,6
10013007,10,13,7
10013008,10,13,8
10013009,10,13,9
10013010,10,13,10
10013011,10,13,11
10013012,10,13,12
10013013,10,13,13
10013014,10,13,14
10013015,10,13,15
10013016,10,13,16
10013017,10,13,17
10013018,10,13,18
10013019,10,13,19
10013020,10,13,20
10013021,10,13,21
10013022,10,13,22
10013023,10,13,23
10013024,10,13,24
10013025,10,13,25
10013026,10,13,26
10013027,10,13,27
10013028,10,13,28
10013029,10,13,29
10013030,10,13,30
10013031,10,13,31
10013032,10,13,32
10013033,10,13,33
10013034,10,13,34
10013035,10,13,35
10013036,10,13,36
10013037,10,13,37
10013038,10,13,38
10013039,10,13,39
10014001,10,14,1
10014002,10,14,2
10014003,10,14,3
10014004,10,14,4
10014005,10,14,5
10014006,10,14,6
10014007,10,14,7
10014008,10,14,8
10014009,10,14,9
10014010,10,14,10
10014011,10,14,11
10014012,10,14,12
10014013,10,14,13
10014014,10,14,14
10014015,10,14,15
10014016,10,14,16
10014017,10,14,17
10014018,10,14,18
10014019,10,14,19
10014020,10,14,20
10014021,10,14,21
10014022,10,14,22
10014023,10,14,23
10014024,10,14,24
10014025,10,14,25
10014026,10,14,26
10014027,10,14,27
10014028,10,14,28
10014029,10,14,29
10014030,10,14,30
10014031,10,14,31
10014032,10,14,32
10014033,10,14,33
10015001,10,15,1
10015002,10,15,2
10015003,10,15,3
10015004,10,15,4
10015005,10,15,5
10015006,10,15,6
10015007,10,15,7
10015008,10,15,8
10015009,10,15,9
10015010,10,15,10
10015011,10,15,11
10015012,10,15,12
10015013,10,15,13
10015014,10,15,14
10015015,10,15,15
10015016,10,15,16
10015017,10,15,17
10015018,10,15,18
10015019,10,15,19
10015020,10,15,20
10015021,10,15,21
10015022,10,15,22
10015023,10,15,23
10015024,10,15,24
10015025,10,15,25
10015026,10,15,26
10015027,10,15,27
10015028,10,15,28
10015029,10,15,29
10015030,10,15,30
10015031,10,15,31
10015032,10,15,32
10015033,10,15,33
10015034,10,15,34
10015035,10,15,35
10015036,10,15,36
10015037,10,15,37
10016001,10,16,1
10016002,10,16,2
10016003,10,16,3
10016004,10,16,4
10016005,10,16,5
10016006,10,16,6
10016007,10,16,7
10016008,10,16,8
10016009,10,16,9
10016010,10,16,10
10016011,10,16,11
10016012,10,16,12
10016013,10,16,13
10016014,10,16,14
10016015,10,16,15
10016016,10,16,16
10016017,10,16,17
10016018,10,16,18
10016019,10,16,19
10016020,10,16,20
10016021,10,16,21
10016022,10,16,22
10016023,10,16,23
10017001,10,17,1
10017002,10,17,2
10017003,10,17,3
10017004,10,17,4
10017005,10,17,5
10017006,10,17,6
10017007,10,17,7
10017008,10,17,8
10017009,10,17,9
10017010,10,17,10
10017011,10,17,11
10017012,10,17,12
10017013,10,17,13
10017014,10,17,14
10017015,10,17,15
10017016,10,17,16
10017017,10,17,17
10017018,10,17,18
10017019,10,17,19
10017020,10,17,20
10017021,10,17,21
10017022,10,17,22
10017023,10,17,23
10017024,10,17,24
10017025,10,17,25
10017026,10,17,26
10017027,10,17,27
10017028,10,17,28
10017029,10,17,29
10018001,10,18,1
10018002,10,18,2
10018003,10,18,3
10018004,10,18,4
10018005,10,18,5
10018006,10,18,6
10018007,10,18,7
10018008,10,18,8
10018009,10,18,9
10018010,10,18,10
10018011,10,18,11
10018012,10,18,12
10018013,10,18,13
10018014,10,18,14
10018015,10,18,15
10018016,10,18,16
10018017,10,18,17
10018018,10,18,18
10018019,10,18,19
10018020,10,18,20
10018021,10,18,21
10018022,10,18,22
10018023,10,18,23
10018024,10,18,24
10018025,10,18,25
10018026,10,18,26
10018027,10,18,27
10018028,10,18,28
10018029,10,18,29
10018030,10,18,30
10018031,10,18,31
10018032,10,18,32
10018033,10,18,33
10019001,10,19,1
10019002,10,19,2
10019003,10,19,3
10019004,10,19,4
10019005,10,19,5
10019006,10,19,6
10019007,10,19,7
10019008,10,19,8
10019009,10,19,9
10019010,10,19,10
10019011,10,19,11
10019012,10,19,12
10019013,10,19,13
10019014,10,19,14
10019015,10,19,15
10019016,10,19,16
10019017,10,19,17
10019018,10,19,18
10019019,10,19,19
10019020,10,19,20
10019021,10,19,21
