language_id,language_code,language_name
1248,cjh,"chehalis, upper"
1249,cji,chamalal
1250,cjk,cokwe
1251,cjm,"cham, eastern"
1252,cjn,chenapian
1253,cjo,"ashéninka, pajonal"
1254,cjp,cabécar
1255,cjs,shor
1256,cjv,chuave
1257,cjy,"chinese, jinyu"
1258,ckb,"kurdish, central"
1259,ckh,chak
1260,ckl,kibaku
1261,ckn,"chin, kaang"
1262,cko,anufo
1263,ckq,kajakse
1264,ckr,kairak
1265,cks,tayo
1266,ckt,chukchi
1267,cku,koasati
1268,ckv,kavalan
1269,ckx,caka
1270,cky,cakfem-mushere
1271,ckz,kaqchikel-k’iche’ mixed language
1272,cla,ron
1273,clc,chilcotin
1274,cld,chaldean neo-aramaic
1275,cle,"chinantec, lealao"
1276,clh,chilisso
1277,cli,chakali
1278,clj,"chin, laitu"
1279,clk,idu-mishmi
1280,cll,chala
1281,clm,clallam
1282,clo,"chontal, lowland oaxaca"
1283,clt,"chin, lautu"
1284,clu,caluyanun
1285,clw,chulym
1286,cly,"chatino, eastern highland"
1287,cma,maa
1288,cme,cerma
1289,cmi,emberá-chamí
1290,cml,campalagian
1291,cmn,"chinese, mandarin"
1292,cmo,"mnong, central"
1293,cmr,mro-khimi
1294,cmt,camtho
1295,cna,changthang
1296,cnb,"chin, uppu"
1297,cnc,côông
1298,cng,"qiang, northern"
1299,cnh,"chin, hakha"
1300,cni,asháninka
1301,cnk,"chin, khumi"
1302,cnl,"chinantec, lalana"
1303,cno,con
1304,cnr,montenegrin
1305,cns,"asmat, central"
1306,cnt,"chinantec, tepetotutla"
1307,cnu,chenoua
1308,cnw,"chin, ngawn"
1309,coa,"malay, cocos islands"
1310,cob,chicomuceltec
1311,coc,cocopa
1312,cod,kukama-kukamiria
1313,coe,koreguaje
1314,cof,colorado
1315,cog,chong
1316,coh,chichonyi-chidzihana-chikauma
1317,coj,cochimi
1318,cok,"cora, santa teresa"
1319,col,columbia-wenatchi
1320,com,comanche
1321,con,cofán
1322,coo,comox
1323,cop,coptic
1324,coq,coquille
1325,cor,cornish
1326,cos,corsican
1327,cot,caquinte
1328,cou,wamey
1329,cov,cao miao
1330,cow,cowlitz
1331,cox,nanti
1332,coz,chocholtec
1333,cpa,"chinantec, palantla"
1334,cpb,"ashéninka, ucayali-yurúa"
1335,cpc,ajyíninka apurucayali
1336,cpg,cappadocian greek
1337,cpi,chinese pidgin english
1338,cpn,cherepon
1339,cpo,kpeego
1340,cps,capiznon
1341,cpu,"ashéninka, pichis"
1342,cpx,"chinese, pu-xian"
1343,cpy,"ashéninka, south ucayali"
1344,cqd,"miao, chuanqiandian cluster"
1345,cra,chara
1346,crc,lonwolwol
1347,crd,coeur d’alene
1348,crf,caramanta
1349,crg,michif
1350,crh,crimean tatar
1351,cri,sãotomense
1352,crj,"cree, southern east"
1353,crk,"cree, plains"
1354,crl,"cree, northern east"
1355,crm,"cree, moose"
1356,crn,"cora, el nayar"
1357,cro,crow
1358,crq,"chorote, iyo’wujwa"
1359,crs,seychelles creole french
1360,crt,"chorote, iyojwa’ja"
1361,crv,chaura
1362,crw,chrau
1363,crx,carrier
1364,cry,cori
1365,crz,cruzeño
1366,csa,"chinantec, chiltepec"
1367,csb,kashubian
1368,csc,catalan sign language
1369,csd,chiangmai sign language
1370,cse,czech sign language
1371,csf,cuba sign language
1372,csg,chilean sign language
1373,csh,"chin, asho"
1374,csi,"miwok, coast"
1375,csj,"chin, songlai"
1376,csk,jola-kasa
1377,csl,chinese sign language
1378,csm,"miwok, central sierra"
1379,csn,colombian sign language
1380,cso,"chinantec, sochiapam"
1381,csq,croatia sign language
1382,csr,costa rican sign language
1383,css,"ohlone, southern"
1384,cst,"ohlone, northern"
1385,csv,"chin, sumtu"
1386,csw,"cree, swampy"
1387,csy,"chin, siyin"
1388,csz,coos
1389,cta,"chatino, tataltepec"
1390,ctc,chetco
1391,ctd,"chin, tedim"
1392,cte,"chinantec, tepinapa"
1393,ctg,chittagonian
1394,cth,"chin, thaiphum"
1395,ctl,"chinantec, tlacoatzintepec"
1396,ctm,chitimacha
1397,ctn,chhintang
1398,cto,emberá-catío
1399,ctp,"chatino, western highland"
1400,cts,"bikol, northern catanduanes"
1401,ctt,"chetti, wayanad"
1402,ctu,chol
1403,ctz,"chatino, zacatepec"
1404,cua,cua
1405,cub,cubeo
1406,cuc,"chinantec, usila"
1407,cug,chungmboko
1408,cuh,gichuka
1409,cui,cuiba
1410,cuj,mashco piro
1411,cuk,"kuna, san blas"
1412,cul,kulina
1413,cuo,cumanagoto
1414,cup,cupeño
1415,cuq,cun
1416,cur,chhulung
1417,cut,"cuicatec, teutila"
1418,cuu,tai ya
1419,cuv,cuvok
1420,cuw,chukwa
1421,cux,"cuicatec, tepeuxila"
1422,cuy,cuitlatec
1423,cvg,chug
1424,cvn,"chinantec, valle nacional"
1425,cwa,kabwa
1426,cwb,maindo
1427,cwd,"cree, woods"
1428,cwe,kwere
1429,cwg,cheq wong
1430,cwt,kuwaataay
1431,cya,"chatino, nopala"
1432,cyb,cayubaba
1433,cym,welsh
1434,cyo,cuyonon
1435,czh,"chinese, huizhou"
1436,czn,"chatino, zenzontepec"
1437,czo,"chinese, min zhong"
1438,czt,"chin, zotung"
1439,daa,dangaléat
1440,dac,dambi
1441,dad,marik
1442,dae,duupa
1443,dag,dagbani
1444,dah,gwahatike
1445,dai,day
1446,daj,"daju, dar fur"
1447,dak,dakota
1448,dal,dahalo
1449,dam,damakawa
1450,dan,danish
1451,dao,"chin, daai"
1452,daq,"maria, dandami"
1453,dar,dargwa
1454,das,daho-doo
1455,dau,"daju, dar sila"
1456,dav,dawida
1457,daw,davawenyo
1458,dax,dayi
1459,daz,dao
1460,dba,bangime
1461,dbb,deno
1462,dbd,dadiya
1463,dbe,dabe
1464,dbf,edopi
1465,dbg,"dogon, dogul dom"
1466,dbi,doka
1467,dbj,ida’an
1468,dbl,dyirbal
1469,dbm,duguri
1470,dbn,duriankere
1471,dbo,dulbu
1472,dbp,duwai
1473,dbq,daba
1474,dbr,dabarre
1475,dbt,"dogon, ben tey"
1476,dbu,"dogon, bondum dom"
1477,dbv,dungu
1478,dbw,"dogon, bankan tey"
1479,dby,dibiyaso
1480,dcc,deccan
1481,dcr,negerhollands
1482,dda,dadi dadi
1483,ddd,dongotono
1484,dde,doondo
1485,ddg,fataluku
1486,ddi,"goodenough, west"
1487,ddj,jaru
1488,ddn,dendi
1489,ddo,dido
1490,dds,"dogon, donno so"
1491,ddw,dawera-daweloor
1492,dec,dagik
1493,ded,dedua
1494,dee,dewoin
1495,def,dezfuli
1496,deg,degema
1497,deh,dehwari
1498,dei,demisa
1499,dek,dek
1500,dem,dem
1501,dep,"delaware, pidgin"
1502,deq,dendi
1503,der,deori
1504,des,desano
1505,deu,"german, standard"
1506,dev,domung
1507,dez,dengese
1508,dga,"dagaare, southern"
1509,dgb,"dogon, bunoge"
1510,dgc,"agta, casiguran dumagat"
1511,dgd,dagaari dioula
1512,dge,degenan
1513,dgg,doga
1514,dgh,dghwede
1515,dgi,"dagara, northern"
1516,dgk,dagba
1517,dgl,andaandi
1518,dgn,dagoman
1519,dgo,dogri
1520,dgr,dogrib
1521,dgs,dogoso
1522,dgt,ndra’ngith
1523,dgu,degaru
1524,dgw,daungwurrung
1525,dgx,doghoro
1526,dgz,daga
1527,dhd,dhundari
1528,dhg,dhangu-djangu
1529,dhi,dhimal
1530,dhl,dhalandji
1531,dhm,dhimba
1532,dhn,dhanki
1533,dho,dhodia
1534,dhr,dhargari
1535,dhs,dhaiso
1536,dhu,dhurga
1537,dhv,drehu
1538,dhw,danuwar
1539,dhx,dhungaloo
1540,dia,dia
1541,dib,"dinka, south central"
1542,dic,"dida, lakota"
1543,did,didinga
1544,dif,dieri
1545,dig,chidigo
1546,dih,kumiai
1547,dii,dimbong
1548,dij,dai
1549,dik,"dinka, southwestern"
1550,dil,dilling
1551,dim,dime
1552,dio,dibo
1553,dip,"dinka, northeastern"
1554,diq,"zazaki, southern"
1555,dir,dirim
1556,dis,dimasa
1557,dit,dirari
1558,diu,gciriku
1559,div,maldivian
1560,diw,"dinka, northwestern"
1561,dix,dixon reef
1562,diy,diuwe
1563,diz,ding
1564,dja,djadjawurrung
1565,djb,djinba
1566,djc,"daju, dar daju"
1567,djd,djamindjung
1568,dje,zarma
1569,djf,djangun
1570,dji,djinang
1571,djj,djeebbana
1572,djk,aukan
1573,djm,"dogon, jamsay"
1574,djn,djauan
1575,djo,jangkang
1576,djr,djambarrpuyngu
1577,dju,kapriman
1578,djw,djawi
1579,dka,dakpakha
1580,dkk,dakka
1581,dkr,kuijau
1582,dks,"dinka, southeastern"
1583,dkx,mazagway
1584,dlg,dolgan
1585,dlk,dahalik
1586,dln,darlong
1587,dma,duma
1588,dmb,"dogon, mombo"
1589,dmc,gavak
1590,dmd,madhi madhi
1591,dme,dugwor
1592,dmg,"kinabatangan, upper"
1593,dmk,domaaki
1594,dml,dameli
1595,dmm,dama
1596,dmo,kemedzung
1597,dmr,"damar, east"
1598,dms,dampelas
1599,dmu,tebi
1600,dmv,dumpas
1601,dmw,mudburra
1602,dmx,dema
1603,dmy,sowari
1604,dna,"dani, upper grand valley"
1605,dnd,daonda
1606,dne,ndendeule
1607,dng,dungan
1608,dni,"dani, lower grand valley"
1609,dnj,dan
1610,dnk,dengka
1611,dnn,dzùùngoo
1612,dnr,danaru
1613,dnt,"dani, mid grand valley"
1614,dnu,danau
1615,dnv,danu
1616,dnw,"dani, western"
1617,dny,dení
1618,doa,dom
1619,dob,dobu
1620,doc,"dong, northern"
1621,doe,doe
1622,dof,domu
1623,doh,dong
1624,dok,dondo
1625,dol,doso
1626,don,toura
1627,doo,dongo
1628,dop,lukpa
1629,doq,dominican sign language
1630,dor,dori’o
1631,dos,dogosé
1632,dot,dass
1633,dov,dombe
1634,dow,doyayo
1635,dox,bussa
1636,doy,dompo
1637,doz,dorze
1638,dpp,papar
1639,drb,dair
1640,drc,minderico
1641,drd,darmiya
1642,dre,dolpo
1643,drg,rungus
1644,dri,c’lela
1645,drl,paakantyi
1646,drn,"damar, west"
1647,dro,"melanau, daro-matu"
1648,drq,dura
1649,drr,dororo
1650,drs,gedeo
1651,drt,drents
1652,dru,rukai
1653,dry,darai
1654,dsb,"sorbian, lower"
1806,esk,"inupiatun, northwest alaska"
1655,dse,sign language of the netherlands
1656,dsh,daasanach
1657,dsi,disa
1658,dsl,danish sign language
1659,dsn,dusner
1660,dso,desiya
1661,dsq,tadaksahak
1662,dta,daur
1663,dtb,"kadazan, labuk-kinabatangan"
1664,dtd,ditidaht
1665,dth,adithinngithigh
1666,dti,"dogon, ana tinga"
1667,dtk,"dogon, tene kan"
1668,dtm,"dogon, tomo kan"
1669,dtn,daatsʼíin
1670,dto,"dogon, tommo so"
1671,dtp,kadazan dusun
1672,dtr,lotud
1673,dts,"dogon, toro so"
1674,dtt,"dogon, toro tegu"
1675,dtu,"dogon, tebul ure"
1676,dty,dotyali
1677,dua,duala
1678,dub,dubli
1679,duc,duna
1680,dud,hun-saare
1681,due,"agta, umiray dumaget"
1682,duf,drubea
1683,dug,chiduruma
1684,duh,dungra bhil
1685,dui,dumun
1686,duk,uyajitaya
1687,dul,"agta, alabat island"
1688,dun,dusun deyah
1689,duo,"agta, dupaninan"
1690,dup,duano
1691,duq,dusun malang
1692,dur,dii
1693,dus,dumi
1694,duu,drung
1695,duv,duvle
1696,duw,dusun witu
1697,dux,duungooma
1698,duy,"agta, dicamay"
1699,duz,duli-gey
1700,dva,duau
1701,dwa,diri
1702,dwr,dawro
1703,dwu,dhuwal
1704,dww,dawawa
1705,dwy,dhuwaya
1706,dya,dyan
1707,dyb,dyaberdyaber
1708,dyd,dyugun
1709,dyg,"agta, villa viciosa"
1710,dyi,"sénoufo, djimini"
1711,dym,"dogon, yanda dom"
1712,dyn,dyangadi
1713,dyo,jola-fonyi
1714,dyu,jula
1715,dyy,dyaabugay
1716,dza,tunzuii
1717,dze,djiwarli
1718,dzg,dazaga
1719,dzl,dzalakha
1720,dzn,dzando
1721,dzo,dzongkha
1722,eaa,karenggapa
1723,ebg,ebughu
1724,ebk,"bontok, eastern"
1725,ebo,teke-eboo
1726,ebr,ebrié
1727,ebu,kiembu
1728,ecs,ecuadorian sign language
1729,eee,e
1730,efa,efai
1731,efe,efe
1732,efi,efik
1733,ega,ega
1734,egl,emilian
1735,ego,eggon
1736,ehu,ehueun
1737,eip,lik
1738,eit,eitiep
1739,eiv,askopan
1740,eja,jola-felupe
1741,eka,ekajuk
1742,ekc,"karnic, eastern"
1743,eke,ekit
1744,ekg,ekari
1745,eki,eki
1746,ekk,"estonian, standard"
1747,ekl,kol
1748,ekm,elip
1749,eko,koti
1750,ekp,ekpeye
1751,ekr,yace
1752,eky,"kayah, eastern"
1753,ele,elepi
1754,elh,el hugeirat
1755,eli,nding
1756,elk,elkei
1757,ell,greek
1758,elm,eleme
1759,elo,el molo
1760,elu,elu
1761,ema,emai-iuleha-ora
1762,emb,embaloh
1763,eme,emerillon
1764,emg,"mewahang, eastern"
1765,emi,mussau-emira
1766,emk,"maninkakan, eastern"
1767,emn,eman
1768,emp,"emberá, northern"
1769,ems,"yupik, pacific gulf"
1770,emu,"muria, eastern"
1771,emw,emplawas
1772,emx,erromintxela
1773,ena,apali
1774,enb,markweeta
1775,enc,en
1776,end,ende
1777,enf,"enets, forest"
1778,eng,english
1779,enh,"enets, tundra"
1780,enl,enlhet
1781,enn,engenni
1782,eno,enggano
1783,enq,enga
1784,enr,emem
1785,enu,enu
1786,env,enwan
1787,enw,enwan
1788,enx,enxet
1789,eot,beti
1790,epi,epie
1791,epo,esperanto
1792,era,eravallan
1793,erg,sie
1794,erh,eruwa
1795,eri,ogea
1796,erk,"efate, south"
1797,ero,horpa
1798,err,erre
1799,ers,ersu
1800,ert,eritai
1801,erw,erokwanas
1802,ese,ese ejja
1803,esg,"gondi, aheri"
1804,esh,eshtehardi
1805,esi,"inupiatun, north alaskan"
1807,esl,egyptian sign language
1808,esn,salvadoran sign language
1809,eso,estonian sign language
1810,esq,esselen
1811,ess,"yupik, central siberian"
1812,esu,"yupik, central"
1813,esy,eskayan
1814,etb,etebi
1815,eth,ethiopian sign language
1816,etn,eton
1817,eto,eton
1818,etr,edolo
1819,ets,etsako
1820,etu,ejagham
1821,etx,iten
1822,etz,semimi
1823,eus,basque
1824,eve,even
1825,evh,uvbie
1826,evn,evenki
1827,ewe,éwé
1828,ewo,ewondo
1829,ext,extremaduran
1830,eya,eyak
1831,eyo,keiyo
1832,eza,ezaa
1833,eze,uzekwe
1834,faa,fasu
1835,fab,fa d’ambu
1836,fad,wagi
1837,faf,fagani
1838,fag,finongan
1839,fah,fali of baissa
1840,fai,faiwol
1841,faj,kursav
1842,fak,fang
1843,fal,"fali, south"
1844,fam,fam
1845,fan,fang
1846,fao,faroese
1847,fap,paloor
1848,far,fataleka
1849,fau,fayu
1850,fax,fala
1851,fay,"fars, southwestern"
1852,faz,"fars, northwestern"
1853,fbl,"bikol, west albay"
1854,fcs,quebec sign language
1855,fer,feroge
1856,ffi,foia foia
1857,ffm,"fulfulde, maasina"
1858,fgr,fongoro
1859,fia,nobiin
1860,fie,fyer
1861,fij,fijian
1862,fil,filipino
1863,fin,finnish
1864,fip,fipa
1865,fir,firan
1866,fit,"finnish, tornedalen"
1867,fiw,fiwaga
1868,fkk,kirya-konzel
1869,fkv,"finnish, kven"
1870,fla,kalispel-pend d’oreille
1871,flh,foau
1872,fli,fali
1873,fll,"fali, north"
1874,fln,flinders island
1875,flr,fuliiru
1876,fly,flaaitaal
1877,fmp,fe’fe’
1878,fmu,"muria, far western"
1879,fnb,fanbak
1880,fng,pidgin bantu
1881,fni,fania
1882,fod,foodo
1883,foi,foi
1884,fom,foma
1885,fon,fon
1886,for,fore
1887,fos,siraya
1888,fpe,equatorial guinean pidgin
1889,fqs,fas
1890,fra,french
1891,frc,"french, cajun"
1892,frd,fordata
1893,frp,arpitan
1894,frq,forak
1895,frr,"frisian, northern"
1896,frs,"saxon, east frisian low"
1897,frt,fortsenal
1898,fry,frisian
1899,fse,finnish sign language
1900,fsl,french sign language
1901,fss,finland-swedish sign language
1902,fub,"fulfulde, adamawa"
1903,fuc,pulaar
1904,fud,"futuna, east"
1905,fue,"fulfulde, borgu"
1906,fuf,pular
1907,fuh,"fulfulde, western niger"
1908,fui,"fulfulde, bagirmi"
1909,fuj,ko
1910,fum,fum
1911,fun,iatê
1912,fuq,"fulfulde, central-eastern niger"
1913,fur,friulian
1914,fut,futuna-aniwa
1915,fuu,furu
1916,fuv,"fulfulde, nigerian"
1917,fuy,fuyug
1918,fvr,fur
1919,fwa,fwâi
1920,fwe,fwe
1921,gaa,ga
1922,gab,gabri
1923,gac,"great andamanese, mixed"
1924,gad,gaddang
1925,gae,guarequena
1926,gaf,gende
1927,gag,gagauz
1928,gah,alekano
1929,gai,mbore
1930,gaj,gadsup
1931,gak,gamkonora
1932,gal,galolen
1933,gam,kandawo
1934,gan,"chinese, gan"
1935,gao,gants
1936,gap,gal
1937,gaq,gata’
1938,gar,galeya
1939,gas,"garasia, adiwasi"
1940,gat,kenati
1941,gau,"gadaba, mudhili"
1942,gaw,nobonob
1943,gax,"oromo, borana-arsi-guji"
1944,gay,gayo
1945,gaz,"oromo, west central"
1946,gbb,kaytetye
1947,gbd,karadjeri
1948,gbe,niksek
1949,gbf,gaikundi
1950,gbg,gbanziri
1951,gbh,"gbe, defi"
1952,gbi,galela
1953,gbj,"gadaba, bodo"
1954,gbk,gaddi
1955,gbl,gamit
1956,gbm,garhwali
1957,gbn,mo’da
1958,gbo,"grebo, northern"
1959,gbp,gbaya-bossangoa
1960,gbq,gbaya-bozoum
1961,gbr,gbagyi
1962,gbs,"gbe, gbesi"
1963,gbu,gagadu
1964,gbv,gbanu
1965,gbw,gabi-gabi
1966,gbx,"gbe, eastern xwla"
1967,gby,gbari
1968,gbz,"dari, zoroastrian"
1969,gcc,mali
1970,gcd,ganggalida
1971,gce,galice
1972,gcf,guadeloupean creole french
1973,gcl,grenadian creole english
1974,gcn,gaina
1975,gcr,guianese creole french
1976,gct,"german, colonia tovar"
1977,gda,"lohar, gade"
1978,gdb,"gadaba, pottangi ollar"
1979,gdc,gugu badhun
1980,gdd,gedaged
1981,gde,gude
1982,gdf,guduf-gava
1983,gdg,ga’dang
1984,gdh,gadjerawang
1985,gdi,gundi
1986,gdj,gurdjar
1987,gdk,gadang
1988,gdl,dirasha
1989,gdm,laal
1990,gdn,umanakaina
1991,gdo,ghodoberi
1992,gdq,mehri
1993,gdr,wipi
1994,gds,ghandruk sign language
1995,gdt,kungardutyi
1996,gdu,gudu
1997,gdx,godwari
1998,gea,geruma
1999,geb,kire
2000,gec,"grebo, gboloo"
2001,ged,gade
2002,geg,gengle
2003,geh,hutterisch
2004,gei,gebe
2005,gej,gen
2006,gek,ywom
2007,gel,ut-ma’in
2008,geq,geme
2009,ges,geser-gorom
2010,gev,eviya
2011,gew,gera
2012,gex,garre
2013,gey,enya
2014,gez,geez
2015,gfk,patpatar
2016,gga,gao
2017,ggb,gbii
2018,ggd,gugadj
2019,gge,guragone
2020,ggg,gurgula
2021,ggk,kungarakany
2022,ggl,ganglau
2023,ggt,gitua
2024,ggu,gban
2025,ggw,gogodala
2026,gha,ghadamès
2027,ghe,"ghale, southern"
2028,ghh,"ghale, northern"
2029,ghk,"karen, geko"
2030,ghl,ghulfan
2031,ghn,ghanongga
2032,gho,ghomara
2033,ghr,ghera
2034,ghs,guhu-samane
2035,ght,kuke
2036,gia,kitja
2037,gib,gibanawa
2038,gic,gail
2039,gid,gidar
2040,gie,guébie
2041,gig,goaria
2042,gih,githabul
2043,gil,kiribati
2044,gim,gimi
2045,gin,hinukh
2046,gip,gimi
2047,giq,"gelao, green"
2048,gir,"gelao, red"
2049,gis,"giziga, north"
2050,git,gitxsan
2051,giu,mulao
2052,giw,duoluo
2053,gix,gilima
2054,giy,giyug
2055,giz,giziga
2056,gji,geji
2057,gjk,"koli, kachi"
2058,gjm,gunditjmara
2059,gjn,gonja
2060,gjr,gurindji kriol
2061,gju,gujari
2062,gka,guya
2063,gkd,magɨ
2064,gke,ndai
2065,gkn,gokana
2066,gko,kok-nar
2067,gkp,"kpelle, guinea"
2070,glc,bon gula
2071,gld,nanai
2072,gle,irish
2073,glg,galician
2074,glh,"pashai, northwest"
2075,gli,guliguli
2076,glj,gula iro
2077,glk,gilaki
2078,gll,garlali
2079,glo,galambu
2080,glr,glaro-twabo
2081,glu,gula
2082,glv,manx
2083,glw,glavda
2084,gly,gule
2085,gma,gambera
2086,gmb,gula’alaa
2087,gmd,mághdì
2088,gmg,magiyi
2089,gmm,gbaya-mbodomo
2090,gmn,gimnime
2091,gmu,gumalu
2092,gmv,gamo
2093,gmx,magoma
2094,gmz,mgbolizhia
2095,gna,kaansa
2096,gnb,gangte
2097,gnd,zulgo-gemzek
2098,gne,ganang
2099,gng,ngangam
2100,gnh,lere
2101,gni,gooniyandi
2102,gnj,ngen
2103,gnk,||gana
2104,gnl,gangulu
2105,gnm,ginuman
2106,gnn,gumatj
2107,gno,"gondi, northern"
2108,gnq,gana
2109,gnr,gureng gureng
2110,gnt,guntai
2111,gnu,gnau
2112,gnw,"guaraní, western bolivian"
2113,gnz,ganzi
2114,goa,guro
2115,gob,playero
2116,goc,gorakor
2117,god,godié
2118,goe,gongduk
2119,gof,gofa
2120,gog,gogo
2121,goi,gobasi
2122,goj,gowlan
2123,gok,gowli
2124,gol,gola
2125,gom,"konkani, goan"
2126,goo,gone dau
2127,gop,yeretuar
2128,goq,gorap
2129,gor,gorontalo
2130,gos,gronings
2131,gou,gavar
2132,gow,gorowa
2133,gox,gobu
2134,goy,goundo
2135,goz,gozarkhani
2136,gpa,gupa-abawa
2137,gpe,ghanaian pidgin english
2138,gpn,taiap
2139,gqa,ga’anda
2140,gqi,guiqiong
2141,gqn,guana
2142,gqr,gor
2143,gqu,qau
2144,gra,"garasia, rajput"
2145,grc,"greek, ancient"
2146,grd,guruntum-mbaaru
2147,grg,madi
2148,grh,tugbiri-niragu
2149,gri,ghari
2150,grj,"grebo, southern"
2151,grm,kota marudu talantang
2152,gro,groma
2153,grq,gorovu
2154,grr,taznatit
2155,grs,gresi
2156,grt,garo
2157,gru,kistane
2158,grv,"grebo, central"
2159,grw,gweda
2160,grx,guriaso
2161,gry,"grebo, barclayville"
2162,grz,guramalum
2163,gse,ghanaian sign language
2164,gsg,german sign language
2165,gsl,gusilay
2166,gsm,guatemalan sign language
2167,gsn,nema
2168,gso,"gbaya, southwest"
2169,gsp,wasembo
2170,gss,greek sign language
2171,gsw,"german, swiss"
2172,gta,guató
2173,gtu,aghu-tharnggala
2174,gua,shiki
2175,gub,guajajára
2176,guc,wayuu
2177,gud,"dida, yocoboué"
2178,gue,gurinji
2179,guf,gupapuyngu
2180,gug,"guaraní, paraguayan"
2181,guh,guahibo
2182,gui,"guaraní, eastern bolivian"
2183,guj,gujarati
2184,guk,gumuz
2185,gul,sea island creole english
2186,gum,guambiano
2187,gun,"guaraní, mbyá"
2188,guo,guayabero
2189,gup,gunwinggu
2190,guq,aché
2191,gur,farefare
2192,gus,guinean sign language
2193,gut,maléku jaíka
2194,guu,yanomamö
2195,guw,gun
2196,gux,gourmanchéma
2197,guz,ekegusii
2198,gva,guana
2199,gvc,guanano
2200,gve,duwet
2201,gvf,golin
2202,gvj,guajá
2203,gvl,gulay
2204,gvm,gurmana
2205,gvn,kuku-yalanji
2206,gvo,gavião do jiparaná
2207,gvp,"gavião, pará"
2208,gvr,gurung
2209,gvs,gumawana
2210,gvy,guyani
2211,gwa,mbato
2212,gwb,gwa
2213,gwc,kalami
2214,gwd,ale
2215,gwe,gweno
2216,gwf,gowro
2217,gwg,moo
2218,gwi,gwich’in
2219,gwj,|gwi
2220,gwm,awngthim
2221,gwn,gwandara
2222,gwr,gwere
2223,gwt,gawar-bati
2224,gwu,guwamu
2225,gww,kwini
2226,gwx,gua
2227,gxx,wè southern
2228,gya,"gbaya, northwest"
2229,gyb,garus
2230,gyd,kayardild
2231,gye,gyem
2232,gyf,gungabula
2233,gyg,gbayi
2234,gyi,gyele
2235,gyl,gayil
2236,gym,ngäbere
2237,gyn,guyanese creole english
2238,gyo,gyalsumdo
2239,gyr,guarayu
2240,gyy,gunya
2241,gza,ganza
2242,gzi,gazi
2243,gzn,gane
2244,haa,han
2245,hab,hanoi sign language
2246,hac,gurani
2247,had,hatam
2248,hae,"oromo, eastern"
2249,haf,haiphong sign language
2250,hag,hanga
2251,hah,hahon
2252,haj,hajong
2253,hak,"chinese, hakka"
2254,hal,halang
2255,ham,hewa
2256,han,hangaza
2257,hao,hakö
2258,hap,hupla
2259,haq,ha
2260,har,harari
2261,has,haisla
2262,hat,haitian creole
2263,hau,hausa
2264,hav,havu
2265,haw,hawaiian
2266,hax,"haida, southern"
2267,hay,haya
2268,haz,hazaragi
2269,hba,hamba
2270,hbb,nya huba
2271,hbn,heiban
2272,hbo,"hebrew, ancient"
2273,hbu,habun
2274,hca,andaman creole hindi
2275,hch,huichol
2276,hdn,"haida, northern"
2277,hds,honduras sign language
2278,hdy,hadiyya
2279,hea,"miao, northern qiandong"
2280,heb,hebrew
2281,hed,herdé
2282,heg,helong
2283,heh,hehe
2284,hei,heiltsuk
2285,hem,hemba
2286,her,herero
2287,hgm,hai||om
2288,hgw,haigwai
2289,hhi,hoia hoia
2290,hhr,kerak
2291,hhy,hoyahoya
2292,hia,lamang
2293,hib,hibito
2294,hid,hidatsa
2295,hif,"hindi, fiji"
2296,hig,kamwe
2297,hih,pamosu
2298,hii,hinduri
2299,hij,hijuk
2300,hik,seit-kaitetu
2301,hil,hiligaynon
2302,hin,hindi
2303,hio,tsoa
2304,hir,himarimã
2305,hiw,hiw
2306,hix,hixkaryána
2307,hji,haji
2308,hka,kahe
2309,hke,hunde
2310,hkk,hunjara-kaina ke
2311,hkn,mel-khaonh
2312,hks,hong kong sign language
2313,hla,halia
2314,hlb,halbi
2315,hld,halang doan
2316,hle,hlersu
2317,hlt,"chin, matu"
2318,hma,"miao, southern mashan"
2319,hmb,"songhay, humburi senni"
2320,hmc,"miao, central huishui"
2321,hmd,"miao, large flowery"
2322,hme,"miao, eastern huishui"
2323,hmf,hmong don
2324,hmg,"miao, southwestern guiyang"
2325,hmh,"miao, southwestern huishui"
2326,hmi,"miao, northern huishui"
2327,hmj,ge
2328,hml,"miao, luopohe"
2329,hmm,"miao, central mashan"
2330,hmo,"motu, hiri"
2331,hmp,"miao, northern mashan"
2332,hmq,"miao, eastern qiandong"
2333,hmr,hmar
2334,hms,"miao, southern qiandong"
2335,hmt,hamtai
2336,hmu,hamap
2337,hmv,hmong dô
2338,hmw,"miao, western mashan"
2339,hmy,"miao, southern guiyang"
2340,hmz,sinicized miao
2341,hna,mina
2342,hnd,"hindko, southern"
2343,hne,chhattisgarhi
2344,hnh,||ani
2345,hni,hani
2346,hnj,hmong njua
2347,hnn,hanunoo
2348,hno,"hindko, northern"
2349,hns,"hindustani, sarnami"
2350,hnu,hung
2351,hoa,hoava
2352,hob,mari
2353,hoc,ho
2354,hod,holma
2355,hoe,horom
2356,hoh,hobyót
2357,hoi,holikachuk
2358,hoj,haroti
2359,hol,holu
2360,hom,homa
2361,hoo,holoholo
2362,hop,hopi
2363,hor,horo
2364,hos,ho chi minh city sign language
2365,hot,hote
2366,hov,hovongan
2367,how,honi
2368,hoy,holiya
2369,hoz,hozo
2370,hpo,hpon
2371,hps,hawaii sign language
2372,hra,hrangkhol
2373,hrc,niwer mil
2374,hre,hre
2375,hrk,haruku
2376,hrm,"miao, horned"
2377,hro,haroi
2378,hrp,nhirrpi
