lang_code,lang_name,lang_code_alias,lang_id
nus,Nuer,nus,100787
nuz,"Nahuatl, Tlamacazapa",nuz,100788
nwb,Nyabwa,nwb,100789
nxq,Naxi,nxq,100790
nya,Chichewa,nya,100791
nyf,Kigiryama,nyf,100792
nyn,Nyankore,nyn,100793
nyo,Nyoro,nyo,100794
nyy,Nyakyusa-Ngonde,nyy,100795
nzi,Nzema,nzi,100796
obo,"Manobo, Obo",obo,100797
oci,Occitan,oci,100798
ojb-script_latin,"Ojibwa, Northwestern",ojb-script_latin,100799
ojb-script_syllabics,"Ojibwa, Northwestern",ojb-script_syllabics,100800
oku,Oku,oku,100801
old,Mochi,old,100802
omw,"Tairora, South",omw,100803
onb,Lingao,onb,100804
ood,Tohono O’odham,ood,100805
orm,Oromo,orm,100806
ory,Odia,ory,100807
oss,Ossetic,oss,100808
ote,"Otomi, Mezquital",ote,100809
otq,"Otomi, Querétaro",otq,100810
ozm,Koonzime,ozm,100811
pab,Parecís,pab,100812
pad,Paumarí,pad,100813
pag,Pangasinan,pag,100814
pam,Kapampangan,pam,100815
pan,"Punjabi, Eastern",pan,100816
pao,"Paiute, Northern",pao,100817
pap,Papiamentu,pap,100818
pau,Palauan,pau,100819
pbb,Nasa,pbb,100820
pbc,Patamona,pbc,100821
pbi,Parkwa,pbi,100822
pce,"Palaung, Ruching",pce,100823
pcm,"Pidgin, Nigerian",pcm,100824
peg,Pengo,peg,100825
pez,"Penan, Eastern",pez,100826
pib,Yine,pib,100827
pil,Yom,pil,100828
pir,Piratapuyo,pir,100829
pis,Pijin,pis,100830
pjt,Pitjantjatjara,pjt,100831
pkb,Kipfokomo,pkb,100832
pls,"Popoloca, San Marcos Tlacoyalco",pls,100833
plw,"Palawano, Brooke’s Point",plw,100834
pmf,Pamona,pmf,100835
pny,Pinyin,pny,100836
poh-dialect_eastern,Poqomchi’,poh-dialect_eastern,100837
poh-dialect_western,Poqomchi’,poh-dialect_western,100838
poi,"Popoluca, Highland",poi,100839
pol,Polish,pol,100840
por,Portuguese,por,100841
poy,Pogolo,poy,100842
ppk,Uma,ppk,100843
pps,"Popoloca, San Luís Temalacayuca",pps,100844
prf,Paranan,prf,100845
prk,"Wa, Parauk",prk,100846
prt,Prai,prt,100847
pse,"Malay, Central",pse,100848
pss,Kaulong,pss,100849
ptu,Bambam,ptu,100850
pui,Puinave,pui,100851
pus,Pushto,pus,100852
pwg,Gapapaiwa,pwg,100853
pww,"Karen, Pwo Northern",pww,100854
pxm,"Mixe, Quetzaltepec",pxm,100855
qub,"Quechua, Huallaga",qub,100856
quc-dialect_central,K’iche’,quc-dialect_central,100857
quc-dialect_east,K’iche’,quc-dialect_east,100858
quc-dialect_north,K’iche’,quc-dialect_north,100859
quf,"Quechua, Lambayeque",quf,100860
quh,"Quechua, South Bolivian",quh,100861
qul,"Quechua, North Bolivian",qul,100862
quw,"Quichua, Tena Lowland",quw,100863
quy,"Quechua, Ayacucho",quy,100864
quz,"Quechua, Cusco",quz,100865
qvc,"Quechua, Cajamarca",qvc,100866
qve,"Quechua, Eastern Apurímac",qve,100867
qvh,"Quechua, Huamalíes-Dos de Mayo Huánuco",qvh,100868
qvm,"Quechua, Margos-Yarowilca-Lauricocha",qvm,100869
qvn,"Quechua, North Junín",qvn,100870
qvo,"Quichua, Napo",qvo,100871
qvs,"Quechua, San Martín",qvs,100872
qvw,"Quechua, Huaylla Wanca",qvw,100873
qvz,"Quichua, Northern Pastaza",qvz,100874
qwh,"Quechua, Huaylas Ancash",qwh,100875
qxh,"Quechua, Panao",qxh,100876
qxl,"Quichua, Salasaca Highland",qxl,100877
qxn,"Quechua, Northern Conchucos Ancash",qxn,100878
qxo,"Quechua, Southern Conchucos",qxo,100879
qxr,"Quichua, Cañar Highland",qxr,100880
rah,Rabha,rah,100881
rai,Ramoaaina,rai,100882
rap,Rapa Nui,rap,100883
rav,Sampang,rav,100884
raw,Rawang,raw,100885
rej,Rejang,rej,100886
rel,Rendille,rel,100887
rgu,Rikou,rgu,100888
rhg,Rohingya,rhg,100889
rif-script_arabic,Tarifit,rif-script_arabic,100890
rif-script_latin,Tarifit,rif-script_latin,100891
ril,Riang Lang,ril,100892
rim,Nyaturu,rim,100893
rjs,Rajbanshi,rjs,100894
rkt,Rangpuri,rkt,100895
rmc-script_cyrillic,"Romani, Carpathian",rmc-script_cyrillic,100896
rmc-script_latin,"Romani, Carpathian",rmc-script_latin,100897
rmo,"Romani, Sinte",rmo,100898
rmy-script_cyrillic,"Romani, Vlax",rmy-script_cyrillic,100899
rmy-script_latin,"Romani, Vlax",rmy-script_latin,100900
rng,Ronga,rng,100901
rnl,Ranglong,rnl,100902
roh-dialect_sursilv,Romansh,roh-dialect_sursilv,100903
roh-dialect_vallader,Romansh,roh-dialect_vallader,100904
rol,Romblomanon,rol,100905
ron,Romanian,ron,100906
rop,Kriol,rop,100907
rro,Waima,rro,100908
rub,Gungu,rub,100909
ruf,Luguru,ruf,100910
rug,Roviana,rug,100911
run,Rundi,run,100912
rus,Russian,rus,100913
sab,Buglere,sab,100914
sag,Sango,sag,100915
sah,Yakut,sah,100916
saj,Sahu,saj,100917
saq,Samburu,saq,100918
sas,Sasak,sas,100919
sat,Santhali,sat,100920
sba,Ngambay,sba,100921
sbd,"Samo, Southern",sbd,100922
sbl,"Sambal, Botolan",sbl,100923
sbp,Sangu,sbp,100924
sch,Sakachep,sch,100925
sck,Sadri,sck,100926
sda,Toraja-Sa’dan,sda,100927
sea,Semai,sea,100928
seh,Sena,seh,100929
ses,"Songhay, Koyraboro Senni",ses,100930
sey,Paicoca,sey,100931
sgb,"Ayta, Mag-antsi",sgb,100932
sgj,Surgujia,sgj,100933
sgw,Sebat Bet Gurage,sgw,100934
shi,Tachelhit,shi,100935
shk,Shilluk,shk,100936
shn,Shan,shn,100937
sho,Shanga,sho,100938
shp,Shipibo-Conibo,shp,100939
sid,Sidamo,sid,100940
sig,Paasaal,sig,100941
sil,"Sisaala, Tumulung",sil,100942
sja,Epena,sja,100943
sjm,Mapun,sjm,100944
sld,Sissala,sld,100945
slk,Slovak,slk,100946
slu,Selaru,slu,100947
slv,Slovene,slv,100948
sml,"Sama, Central",sml,100949
smo,Samoan,smo,100950
sna,Shona,sna,100951
snd,Sindhi,snd,100952
sne,"Bidayuh, Bau",sne,100953
snn,Siona,snn,100954
snp,Siane,snp,100955
snw,Selee,snw,100956
som,Somali,som,100957
soy,Miyobe,soy,100958
spa,Spanish,spa,100959
spp,"Sénoufo, Supyire",spp,100960
spy,Sabaot,spy,100961
sqi,Albanian,sqi,100962
sri,Siriano,sri,100963
srm,Saramaccan,srm,100964
srn,Sranan Tongo,srn,100965
srp-script_cyrillic,Serbian,srp-script_cyrillic,100966
srp-script_latin,Serbian,srp-script_latin,100967
srx,Sirmauri,srx,100968
stn,Owa,stn,100969
stp,"Tepehuan, Southeastern",stp,100970
suc,"Subanon, Western",suc,100971
suk,Sukuma,suk,100972
sun,Sunda,sun,100973
sur,Mwaghavul,sur,100974
sus,Susu,sus,100975
suv,Puroik,suv,100976
suz,Sunwar,suz,100977
swe,Swedish,swe,100978
swh,Swahili,swh,100979
sxb,Suba,sxb,100980
sxn,Sangir,sxn,100981
sya,Siang,sya,100982
syl,Sylheti,syl,100983
sza,Semelai,sza,100984
tac,"Tarahumara, Western",tac,100985
taj,"Tamang, Eastern",taj,100986
tam,Tamil,tam,100987
tao,Yami,tao,100988
tap,Taabwa,tap,100989
taq,Tamasheq,taq,100990
tat,Tatar,tat,100991
tav,Tatuyo,tav,100992
tbc,Takia,tbc,100993
tbg,"Tairora, North",tbg,100994
tbk,"Tagbanwa, Calamian",tbk,100995
tbl,Tboli,tbl,100996
tby,Tabaru,tby,100997
tbz,Ditammari,tbz,100998
tca,Ticuna,tca,100999
tcc,Datooga,tcc,101000
tcs,Torres Strait Creole,tcs,101001
tcz,"Chin, Thado",tcz,101002
tdj,Tajio,tdj,101003
ted,"Krumen, Tepo",ted,101004
tee,"Tepehua, Huehuetla",tee,101005
tel,Telugu,tel,101006
tem,Themne,tem,101007
teo,Ateso,teo,101008
ter,Terêna,ter,101009
tes,Tengger,tes,101010
tew,Tewa,tew,101011
tex,Tennet,tex,101012
tfr,Teribe,tfr,101013
tgj,Tagin,tgj,101014
tgk,Tajik,tgk,101015
tgl,Tagalog,tgl,101016
tgo,Sudest,tgo,101017
tgp,Tangoa,tgp,101018
tha,Thai,tha,101019
thk,Kitharaka,thk,101020
thl,"Tharu, Dangaura",thl,101021
tih,"Murut, Timugon",tih,101022
tik,Tikar,tik,101023
tir,Tigrigna,tir,101024
tkr,Tsakhur,tkr,101025
tlb,Tobelo,tlb,101026
tlj,Talinga-Bwisi,tlj,101027
tly,Talysh,tly,101028
tmc,Tumak,tmc,101029
tmf,Toba-Maskoy,tmf,101030
tna,Tacana,tna,101031
tng,Tobanga,tng,101032
tnk,Kwamera,tnk,101033
tnn,"Tanna, North",tnn,101034
tnp,Whitesands,tnp,101035
tnr,Ménik,tnr,101036
tnt,Tontemboan,tnt,101037
tob,Toba,tob,101038
toc,"Totonac, Coyutla",toc,101039
toh,Tonga,toh,101040
tom,Tombulu,tom,101041
tos,"Totonac, Highland",tos,101042
tpi,Tok Pisin,tpi,101043
tpm,Tampulma,tpm,101044
tpp,"Tepehua, Pisaflores",tpp,101045
tpt,"Tepehua, Tlachichilco",tpt,101046
trc,"Triqui, Copala",trc,101047
tri,Trió,tri,101048
trn,Trinitario,trn,101049
trs,"Triqui, Chicahuaxtla",trs,101050
tso,Tsonga,tso,101051
tsz,Purepecha,tsz,101052
ttc,Tektiteko,ttc,101053
tte,Bwanabwana,tte,101054
ttq-script_tifinagh,"Tamajaq, Tawallammat",ttq-script_tifinagh,101055
tue,Tuyuca,tue,101056
tuf,"Tunebo, Central",tuf,101057
tuk-script_arabic,Turkmen,tuk-script_arabic,101058
tuk-script_latin,Turkmen,tuk-script_latin,101059
tuo,Tucano,tuo,101060
tur,Turkish,tur,101061
tvw,Sedoa,tvw,101062
twb,Tawbuid,twb,101063
twe,Teiwa,twe,101064
twu,Termanu,twu,101065
txa,Tombonuo,txa,101066
txq,Tii,txq,101067
txu,Kayapó,txu,101068
tye,Kyanga,tye,101069
tzh-dialect_bachajon,Tzeltal,tzh-dialect_bachajon,101070
tzh-dialect_tenejapa,Tzeltal,tzh-dialect_tenejapa,101071
tzj-dialect_eastern,Tz’utujil,tzj-dialect_eastern,101072
tzj-dialect_western,Tz’utujil,tzj-dialect_western,101073
tzo-dialect_chamula,Tzotzil,tzo-dialect_chamula,101074
tzo-dialect_chenalho,Tzotzil,tzo-dialect_chenalho,101075
ubl,"Bikol, Buhi’non",ubl,101076
ubu,Umbu-Ungu,ubu,101077
udm,Udmurt,udm,101078
udu,Uduk,udu,101079
uig-script_arabic,Uyghur,uig-script_arabic,101080
uig-script_cyrillic,Uyghur,uig-script_cyrillic,101081
ukr,Ukrainian,ukr,101082
umb,Umbundu,umb,101083
unr,Mundari,unr,101084
upv,Uripiv-Wala-Rano-Atchin,upv,101085
ura,Urarina,ura,101086
urb,Kaapor,urb,101087
urd-script_arabic,Urdu,urd-script_arabic,101088
urd-script_devanagari,Urdu,urd-script_devanagari,101089
urd-script_latin,Urdu,urd-script_latin,101090
urk,Urak Lawoi’,urk,101091
urt,Urat,urt,101092
ury,Orya,ury,101093
usp,Uspanteko,usp,101094
uzb-script_cyrillic,Uzbek,uzb-script_cyrillic,101095
uzb-script_latin,Uzbek,uzb-script_latin,101096
vag,Vagla,vag,101097
vid,Vidunda,vid,101098
vie,Vietnamese,vie,101099
vif,Vili,vif,101100
vmw,Makhuwa,vmw,101101
vmy,"Mazatec, Ayautla",vmy,101102
vot,Vod,vot,101103
vun,Vunjo,vun,101104
vut,Vute,vut,101105
wal-script_ethiopic,Wolaytta,wal-script_ethiopic,101106
wal-script_latin,Wolaytta,wal-script_latin,101107
wap,Wapishana,wap,101108
war,Waray-Waray,war,101109
waw,Waiwai,waw,101110
way,Wayana,way,101111
wba,Warao,wba,101112
wlo,Wolio,wlo,101113
wlx,Wali,wlx,101114
wmw,Mwani,wmw,101115
wob,Wè Northern,wob,101116
wol,Wolof,wol,101117
wsg,"Gondi, Adilabad",wsg,101118
wwa,Waama,wwa,101119
xal,Kalmyk-Oirat,xal,101120
xdy,Malayic Dayak,xdy,101121
xed,Hdi,xed,101122
xer,Xerénte,xer,101123
xho,Xhosa,xho,101124
xmm,"Malay, Manado",xmm,101125
xnj,Chingoni,xnj,101126
xnr,Kangri,xnr,101127
xog,Soga,xog,101128
xon,Konkomba,xon,101129
xrb,"Karaboro, Eastern",xrb,101130
xsb,Sambal,xsb,101131
xsm,Kasem,xsm,101132
xsr,Sherpa,xsr,101133
xsu,Sanumá,xsu,101134
xta,"Mixtec, Alcozauca",xta,101135
xtd,"Mixtec, Diuxi-Tilantongo",xtd,101136
xte,Ketengban,xte,101137
xtm,"Mixtec, Magdalena Peñasco",xtm,101138
xtn,"Mixtec, Northern Tlaxiaco",xtn,101139
xua,"Kurumba, Alu",xua,101140
xuo,Kuo,xuo,101141
yaa,Yaminahua,yaa,101142
yad,Yagua,yad,101143
yal,Yalunka,yal,101144
yam,Yamba,yam,101145
yao,Yao,yao,101146
yas,Nugunu,yas,101147
yat,Yambeta,yat,101148
yaz,Lokaa,yaz,101149
yba,Yala,yba,101150
ybb,Yemba,ybb,101151
ycl,Lolopo,ycl,101152
ycn,Yucuna,ycn,101153
yea,Ravula,yea,101154
yka,Yakan,yka,101155
yli,"Yali, Angguruk",yli,101156
yor,Yoruba,yor,101157
yre,Yaouré,yre,101158
yua,"Maya, Yucatec",yua,101159
yue-script_traditional,"Chinese, Yue",yue-script_traditional,101160
yuz,Yuracare,yuz,101161
yva,Yawa,yva,101162
zaa,"Zapotec, Sierra de Juárez",zaa,101163
zab,"Zapotec, Western Tlacolula Valley",zab,101164
zac,"Zapotec, Ocotlán",zac,101165
zad,"Zapotec, Cajonos",zad,101166
zae,"Zapotec, Yareni",zae,101167
zai,"Zapotec, Isthmus",zai,101168
zam,"Zapotec, Miahuatlán",zam,101169
zao,"Zapotec, Ozolotepec",zao,101170
zaq,"Zapotec, Aloápam",zaq,101171
zar,"Zapotec, Rincón",zar,101172
zas,"Zapotec, Santo Domingo Albarradas",zas,101173
zav,"Zapotec, Yatzachi",zav,101174
zaw,"Zapotec, Mitla",zaw,101175
zca,"Zapotec, Coatecas Altas",zca,101176
zga,Kinga,zga,101177
zim,Mesme,zim,101178
ziw,Zigula,ziw,101179
zlm,Malay,zlm,101180
zmz,Mbandja,zmz,101181
zne,Zande,zne,101182
zos,"Zoque, Francisco León",zos,101183
zpc,"Zapotec, Choapan",zpc,101184
zpg,"Zapotec, Guevea de Humboldt",zpg,101185
zpi,"Zapotec, Santa María Quiegolani",zpi,101186
zpl,"Zapotec, Lachixío",zpl,101187
zpm,"Zapotec, Mixtepec",zpm,101188
zpo,"Zapotec, Amatlán",zpo,101189
zpt,"Zapotec, San Vicente Coatlán",zpt,101190
zpu,"Zapotec, Yalálag",zpu,101191
zpz,"Zapotec, Texmelucan",zpz,101192
ztq,"Zapotec, Quioquitani-Quierí",ztq,101193
zty,"Zapotec, Yatee",zty,101194
zul,Zulu,zul,101195
zyb,"Zhuang, Yongbei",zyb,101196
zyp,"Chin, Zyphe",zyp,101197
zza,Zaza,zza,101198
