language_code,language_name,script_direction,metadata
lik,Lika,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Kpongo"", ""Mabiti"", ""Toriko"", ""Lik\u00f3 (Ik\u00f3)"", ""Lilik\u00e1 (Lik\u00e1)""]}"
lil,Lillooet,left-to-right,"{""region"": ""Canada, Americas"", ""alternate-names"": [""St'at'imcets"", ""Upper Lillooet"", ""Lower Lillooet""]}"
lio,Liki,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Moar""]}"
lip,Sekpele,left-to-right,"{""region"": ""Ghana, Africa"", ""alternate-names"": [""Bosele"", ""Mu""]}"
liq,Libido,left-to-right,"{""region"": ""Ethiopia, Africa"", ""alternate-names"": [""Marako"", ""Maraqo""]}"
lir,Liberian English,left-to-right,"{""region"": ""Liberia, Africa"", ""alternate-names"": [""Liberian Pidgin English""]}"
lis,Lisu,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Chedi"", ""Cheli"", ""Chung"", ""Khae"", ""Leisu"", ""Leshuoopa"", ""Lesuo"", ""Li"", ""Li-Hsaw"", ""Lip'a"", ""Lisaw"", ""Li-Shaw"", ""Lishu"", ""Liso"", ""Lissu"", ""Loisu"", ""Lusu"", ""Lu-Tzu"", ""Yao Yen"", ""Yaw Yin"", ""Yaw-Yen"", ""Yeh-Jen"", ""Central Lisu"", ""Yeh-Jeh"", ""Hwa Lisu (Flowery Lisu)"", ""Ninglang Lisu"", ""Northern Lisu"", ""Shibacha Lisu"", ""Hei Lisu (Black Lisu)"", ""Dechang Lisu"", ""Black Lisu"", ""Bai Lisu (White Lisu)"", ""Nujiang Lisu"", ""Hua Lisu (Flowery Lisu)""]}"
liu,Logorik,left-to-right,"{""region"": ""Sudan, Africa"", ""alternate-names"": [""Tallau (Talau)"", ""Talo""]}"
liv,Liv,left-to-right,"{""region"": ""Latvia, Europe"", ""alternate-names"": [""Liv\u00f5 kel"", ""Livonian"", ""Eastern Livonian (Vidzeme)"", ""Raandalist"", ""Western Livonian (Kurzeme)""]}"
liw,Col,left-to-right,"{""macrolanguage"": ""ms"", ""region"": ""Indonesia, Asia"", ""alternate-names"": [""Cul"", ""Sindang"", ""Beliti; Lubuk Linggau"", ""Lembak Delapan""]}"
lix,Liabuku,left-to-right,"{""region"": ""Indonesia, Asia""}"
liy,Banda-Bambari,left-to-right,"{""region"": ""Central African Republic, Africa"", ""alternate-names"": [""Banda of Bambari"", ""Banda-Linda"", ""Ngapo (Ngapu)"", ""Joto (Jeto)""]}"
liz,Libinza,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Libinja""]}"
lja,Golpa,,{}
lje,Rampi,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Ha'uwa"", ""Leboni"", ""Rampi-Leboni"", ""Rampi (Lambu)""]}"
lji,Laiyolo,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Da'ang"", ""Laiyolo (Lajolo)"", ""Layolo"", ""Loa'"", ""Lowa"", ""Barang-Barang (Loa)""]}"
ljl,Li'o,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Aku"", ""Lio"", ""Lionese"", ""Tanah Kunu""]}"
ljp,Lampung Api,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Api"", ""Lampong"", ""Lampung Pesisir"", ""Southern Pesisir"", ""Njo"", ""Western Lampung"", ""Daya"", ""Kru'i"", ""Krui (Kroe)""]}"
ljw,Yirandali,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Dalebura"", ""Dal-leyburra"", ""Irendely"", ""Pooroga"", ""Yerrundulli"", ""Yerrunthully""]}"
ljx,Yuru,,{}
lka,Lakalei,left-to-right,"{""region"": ""Timor-Leste, Asia""}"
lkb,Kabras,left-to-right,"{""macrolanguage"": ""luy"", ""description"": ""Lukabaras"", ""region"": ""Kenya, Africa"", ""alternate-names"": [""Kabras""]}"
lkc,Kucong,left-to-right,"{""region"": ""Viet Nam, Asia"", ""alternate-names"": [""Cosung"", ""Lahlu""]}"
lkd,Lakondê,left-to-right,"{""region"": ""Brazil, Americas""}"
lke,Kenyi,left-to-right,"{""region"": ""Uganda, Africa"", ""alternate-names"": [""Lukenhe"", ""Lukenye"", ""Lukenyi"", ""Lukenye-Lukooli"", ""Lukenye-Ludebede""]}"
lkh,Lakha,left-to-right,"{""region"": ""Bhutan, Asia"", ""alternate-names"": [""Tshangkha""]}"
lki,Laki,right-to-left,"{""region"": ""Islamic Republic of Iran, Asia"", ""alternate-names"": [""Alaki""]}"
lkj,Remun,left-to-right,"{""region"": ""Malaysia, Asia"", ""alternate-names"": [""Millikin""]}"
lkl,Laeko-Libuat,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Laeko"", ""Laeko-Limbuat""]}"
lkm,Kalaamaya,,{}
lkn,Lakon,left-to-right,"{""description"": ""Vure"", ""region"": ""Vanuatu, Pacific"", ""alternate-names"": [""Lakona Bay"", ""West Gaua"", ""Qatareu"", ""Togla"", ""Vure""]}"
lko,Khayo,left-to-right,"{""macrolanguage"": ""luy"", ""description"": ""Olukhayo"", ""region"": ""Kenya, Africa"", ""alternate-names"": [""Khayo"", ""Xaayo""]}"
lkr,Päri,left-to-right,"{""region"": ""South Sudan, Africa"", ""alternate-names"": [""Lokoro""]}"
lks,Kisa,left-to-right,"{""macrolanguage"": ""luy"", ""description"": ""Olushisa"", ""region"": ""Kenya, Africa"", ""alternate-names"": [""Kisa""]}"
lkt,Lakota,left-to-right,"{""region"": ""United States, Americas"", ""alternate-names"": [""Lakhota"", ""Teton"", ""Lakotiyapi"", ""Brul\u00e9""]}"
lku,Kungkari,,{}
lky,Lokoya,left-to-right,"{""region"": ""South Sudan, Africa"", ""alternate-names"": [""Ellyria"", ""Koyo"", ""Loirya"", ""Lokoiya"", ""Lokoja"", ""Loquia"", ""Lowoi"", ""Oirya"", ""Owoi"", ""Oxoriok""]}"
lla,Lala-Roba,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Gworam"", ""Lala (Lalla)"", ""Roba (Robba)""]}"
llb,Lolo,left-to-right,"{""region"": ""Mozambique, Africa"", ""alternate-names"": [""Ilolo""]}"
llc,Lele (Guinea),left-to-right,"{""region"": ""Guinea, Africa"", ""alternate-names"": [""Kassadou Lele (South Lele)"", ""Kounte Lele (Central Lele)"", ""Tangalto Lele (East Lele)"", ""Yombiro Lele (North Lele)""]}"
lld,Ladin,left-to-right,"{""region"": ""Italy, Europe"", ""alternate-names"": [""Dolomite"", ""Rhaeto-Romance"", ""Nonese"", ""Badiotto (Gadertalisch)"", ""Parlata Trentina"", ""Nonesh"", ""Nones (Nones Blot)"", ""Marebbano (Ennebergisch)"", ""Gardenese (Gr\u00f6dnerisch)"", ""Gr\u00fcdno""]}"
lle,Lele (Papua New Guinea),left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Elu-Kara"", ""Hai"", ""Lele Hai"", ""Manus"", ""Moanus"", ""Usiai""]}"
llf,Hermit,,{}
llg,Lole,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Ba'a"", ""Ba\u00e4"", ""Central Rote"", ""Loleh"", ""Rote"", ""Rote Tengah"", ""Roti"", ""Rotinese"", ""North Lole"", ""South Lole""]}"
llh,Lamu,left-to-right,"{""region"": ""China, Asia""}"
lli,Teke-Laali,left-to-right,"{""region"": ""Congo, Africa"", ""alternate-names"": [""Ilaali""]}"
llj,Ladji Ladji,,{}
llk,Lelak,,{}
lll,Lilau,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Ngaimbom""]}"
llm,Lasalimu,left-to-right,"{""region"": ""Indonesia, Asia""}"
lln,Lele (Chad),left-to-right,"{""region"": ""Chad, Africa""}"
llo,Khlor,left-to-right,"{""use-instead"": ""ngt"", ""description"": ""Deprecated from 2019-04-16. "", ""region"": ""Lao People's Democratic Republic, Asia"", ""alternate-names"": [""Klor"", ""Lor""]}"
llp,North Efate,left-to-right,"{""region"": ""Vanuatu, Pacific"", ""alternate-names"": [""Nakanamanga"", ""Nguna (Guna)"", ""Ngunese"", ""Tongoa""]}"
llq,Lolak,left-to-right,"{""region"": ""Indonesia, Asia""}"
lls,Lithuanian Sign Language,left-to-right,"{""region"": ""Lithuania, Europe""}"
llu,Lau,left-to-right,"{""region"": ""Solomon Islands, Pacific"", ""alternate-names"": [""Dai (Ndai)""]}"
llx,Lauan,left-to-right,"{""region"": ""Fiji, Pacific""}"
lma,East Limba,left-to-right,"{""region"": ""Guinea, Africa"", ""alternate-names"": [""Yimba"", ""Yumba"", ""Warawara"", ""Southern Limba (Biriwa-Saroko-Kalantuba-Sunko)"", ""Northern Limba (Ke-Woya-Yaka)""]}"
lmb,Merei,left-to-right,"{""region"": ""Vanuatu, Pacific"", ""alternate-names"": [""Lametin""]}"
lmc,Limilngan,,{}
lmd,Lumun,left-to-right,"{""region"": ""Sudan, Africa"", ""alternate-names"": [""Kuku-Lumun"", ""Lomon""]}"
lme,Pévé,left-to-right,"{""region"": ""Chad, Africa"", ""alternate-names"": [""Ka'do"", ""Lam\u00e9"", ""Ka'do Pev\u00e9"", ""Zime"", ""Kado"", ""Doe (Dou\u00e9)""]}"
lmf,South Lembata,left-to-right,"{""region"": ""Indonesia, Asia""}"
lmg,Lamogai,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Akiuru"", ""Mulakaino"", ""Ibanga (Ivanga)"", ""Pulie-Rauto (Rauto)"", ""Roto""]}"
lmh,Lambichhong,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Lambicchong"", ""Lambichong"", ""Lambitshong"", ""Phangduwali Mugali"", ""Phangdhuwali""]}"
lmi,Lombi,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Lumbi"", ""Odyalombito"", ""Rombi"", ""Rumli""]}"
lmj,West Lembata,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Labalekan"", ""Mingar""]}"
lmk,Lamkang,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Lamkaang"", ""Hiroi-Lamgang"", ""Lamgang""]}"
lml,Hano,left-to-right,"{""region"": ""Vanuatu, Pacific"", ""alternate-names"": [""Bwatvenua"", ""Lamalanga"", ""North Raga"", ""Qatvenua"", ""Raga"", ""Vunmarama"", ""Nggasai (Kasai)""]}"
lmm,Lamam,,"{""use-instead"": ""rmx"", ""description"": ""Deprecated from 2014-02-28. ""}"
lmn,Lambadi,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Bangala"", ""Banjara"", ""Banjori"", ""Banjuri"", ""Brinjari"", ""Gohar-Herkeri"", ""Goola"", ""Gormati"", ""Gurmarti"", ""Kora"", ""Labhani"", ""Labhani Muka"", ""Lamadi"", ""Lamani"", ""Lambani"", ""Lambara"", ""Lavani"", ""Lemadi"", ""Lumadale"", ""Singali"", ""Sugali"", ""Sukali"", ""Tanda"", ""Vanjari"", ""Wanji"", ""Andhra Pradesh Lamani (Telugu Lamani)"", ""Karnataka Lamani (Mysore Lamani)""]}"
lmo,Lombard,left-to-right,"{""region"": ""Italy, Europe"", ""alternate-names"": [""Lombardo"", ""Ticinese (Tessinian)"", ""Western Lombard (Nicosia)"", ""Ticinese (Ticino)"", ""Ticines"", ""San Fratello"", ""Piazza Armerina"", ""Novara"", ""Ticinees"", ""Ticino""]}"
lmp,Limbum,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Bojiin"", ""Limbom"", ""Llimbumi"", ""Ndzungle"", ""Ndzungli"", ""Njungene"", ""Nsungali"", ""Nsungli"", ""Nsungni"", ""Wimbum""]}"
lmq,Lamatuka,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Lamatoka""]}"
lmr,Lamalera,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Kawela"", ""Lebatukan"", ""Mulan""]}"
lmu,Lamenu,left-to-right,"{""region"": ""Vanuatu, Pacific"", ""alternate-names"": [""Lamen"", ""Lewo"", ""Varmali"", ""Galokumali"", ""Galoparua""]}"
lmv,Lomaiviti,left-to-right,"{""region"": ""Fiji, Pacific""}"
lmw,Lake Miwok,left-to-right,"{""region"": ""United States, Americas""}"
lmx,Laimbue,left-to-right,"{""region"": ""Cameroon, Africa""}"
lmy,Lamboya,left-to-right,"{""region"": ""Indonesia, Asia""}"
lmz,Lumbee,left-to-right,"{""description"": ""Deprecated from 2020-03-28. "", ""region"": ""United States, Americas"", ""alternate-names"": [""Croatan""]}"
lna,Langbashe,left-to-right,"{""region"": ""Central African Republic, Africa"", ""alternate-names"": [""Langbase"", ""Langbashi"", ""Langbwasse"", ""Langwasi""]}"
lnb,Mbalanhu,left-to-right,"{""region"": ""Namibia, Africa"", ""alternate-names"": [""Mbaanhu"", ""Mbalantu"", ""Mbaluntu""]}"
lnd,Lundayeh,left-to-right,"{""description"": ""Lun Bawang"", ""region"": ""Indonesia, Asia"", ""alternate-names"": [""Lun Daya"", ""Lun Dayoh"", ""Lundaya"", ""Southern Murut"", ""Lundaya Putuk"", ""Lundayeh"", ""Lun Dayeh"", ""Lun Lod"", ""Lun-Bawang"", ""Lun Ba"", ""Trusan (Lawas)"", ""Sarawak Murut"", ""Lun Bawang (Long Bawan)"", ""Limbang"", ""Lun Bawang (Sarawak Murut)""]}"
lng,Langobardic,left-to-right,"{""region"": ""Italy, Europe""}"
lnh,Lanoh,left-to-right,"{""region"": ""Malaysia, Asia"", ""alternate-names"": [""Jengjeng""]}"
lni,Daantanai',left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
lnj,Leningitij,,{}
lnl,South Central Banda,left-to-right,"{""region"": ""Central African Republic, Africa"", ""alternate-names"": [""Ngubu"", ""Langba (Lagba)"", ""Ngbugu (Ngbougou)""]}"
lnm,Langam,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
lnn,Lorediakarkar,left-to-right,"{""region"": ""Vanuatu, Pacific""}"
lno,Lango (South Sudan),left-to-right,"{""description"": ""Deprecated from 2022-02-25. see imt, lgo, lqr, oie"", ""region"": ""South Sudan, Africa"", ""alternate-names"": [""Madial Lorwama (Okolie)"", ""Lokwaa"", ""Ketebo"", ""Logire (Imotong)"", ""Logir""]}"
lns,Lamnso',left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Bansaw"", ""Banso"", ""Banso'"", ""Lamnsok"", ""Lamso"", ""Nsaw"", ""Nsho'"", ""Nso"", ""Nso'"", ""Panso""]}"
lnu,Longuda,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Languda"", ""Longura"", ""Nunguda"", ""Nungura"", ""Nunguraba"", ""Plain"", ""Turuba"", ""Nya Tariya (Taraba)"", ""Nya Gwanda (Gwandaba)"", ""Nya Guyuwa (Guyuk)"", ""Nya Dele (Jessu)"", ""Nya Ceriya (Banjiram)"", ""Cirimba""]}"
lnw,Lanima,,{}
lnz,Lonzo,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa""}"
loa,Loloda,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Loda"", ""North Loloda""]}"
lob,Lobi,left-to-right,"{""region"": ""Burkina Faso, Africa"", ""alternate-names"": [""Lobiri"", ""Miwa""]}"
loc,Inonhan,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Loocnon"", ""Unhan""]}"
loe,Saluan,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Loinang"", ""Loindang"", ""Madi"", ""Mondono"", ""Luwuk"", ""Kohumama'"", ""Lingketeng"", ""Loinang (Baloa')"", ""Kintom-Pagimana-Boalemo""]}"
lof,Logol,left-to-right,"{""region"": ""Sudan, Africa"", ""alternate-names"": [""Lukha""]}"
log,Logo,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Logoti"", ""Obileba"", ""Ogambi (Northern Logo)"", ""Ogamaru"", ""Obilebha (Obelebha)"", ""Lolya"", ""Bhagira (Bagela)"", ""Bari (Bari-Logo)"", ""Bariti""]}"
loh,Narim,left-to-right,"{""region"": ""South Sudan, Africa"", ""alternate-names"": [""Lariim"", ""Larim"", ""Lariminit"", ""Larimo"", ""Longarim"", ""Nariim""]}"
loi,Loma (Côte d'Ivoire),left-to-right,"{""region"": ""C\u00f4te d'Ivoire, Africa"", ""alternate-names"": [""Lomakka"", ""Lomapo"", ""Lomasse"", ""Malinke""]}"
loj,Lou,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
lok,Loko,left-to-right,"{""region"": ""Sierra Leone, Africa"", ""alternate-names"": [""Landogo""]}"
lol,Mongo,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Lomongo"", ""Mongo"", ""Lokwala"", ""Titu"", ""South Nkundo"", ""Panga (Buli)"", ""Nkundu"", ""Nkundo (Lolo)"", ""Lonkundu"", ""Yalima (Y)"", ""Lokonda"", ""Kutu (Bakutu)"", ""Konda (Ekonda)"", ""Ipanga"", ""Ekonda Mongo (Lomongo)"", ""Bukala (Kala)"", ""Lonkundo"", ""Longo (Bolongo)""]}"
lom,Loma (Liberia),left-to-right,"{""region"": ""Liberia, Africa"", ""alternate-names"": [""Loghoma"", ""Looma"", ""Lorma"", ""Toa"", ""Bouze"", ""Busy"", ""Buzi"", ""Briama (Bulima)"", ""Buluiema"", ""Bulyama"", ""Gbunde (Bonde)"", ""Wubomai (Wubomei)"", ""Ziema (Siama)""]}"
lon,Malawi Lomwe,left-to-right,"{""region"": ""Malawi, Africa"", ""alternate-names"": [""Anguru"", ""Elhomwe"", ""Nguru"", ""Mihavane"", ""Muhavani""]}"
loo,Lombo,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Olombo"", ""Turumbu"", ""Ulumbu""]}"
lop,Lopa,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Djiri"", ""Kirikjir"", ""Lupa"", ""Ollaran"", ""Urcibar"", ""Ollop""]}"
loq,Lobala,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Likoka""]}"
lor,Téén,left-to-right,"{""region"": ""C\u00f4te d'Ivoire, Africa"", ""alternate-names"": [""Loghon"", ""Lorhon"", ""Nabe"", ""Tegesie"", ""T\u00e9nh\u00e9""]}"
los,Loniu,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Lonio"", ""Ndroku""]}"
lot,Otuho,left-to-right,"{""region"": ""South Sudan, Africa"", ""alternate-names"": [""Latooka"", ""Lattuka"", ""Latuko"", ""Lotuho"", ""Lotuka"", ""Lotuko"", ""Lotuxo"", ""Olotorit"", ""Otuxo"", ""Lowudo (Lauda)"", ""Logiri (Logir)"", ""Lomya (Lomia)"", ""Loudo""]}"
lou,Louisiana Creole,left-to-right,"{""region"": ""United States, Americas""}"
lov,Lopi,left-to-right,"{""region"": ""China, Asia""}"
low,Tampias Lobu,left-to-right,"{""region"": ""Malaysia, Asia""}"
lox,Loun,,{}
loy,Loke,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Glo Skad"", ""Lhopa"", ""Lo Montang"", ""Loba"", ""Lopa"", ""Lowa"", ""Loyu"", ""Mustangi"", ""Upper Mustang (Loke)"", ""Bhoti Gurung"", ""Baragaun"", ""Baragaunle (Baragaon)""]}"
loz,Lozi,left-to-right,"{""region"": ""Zambia, Africa"", ""alternate-names"": [""Kololo"", ""Rotse"", ""Rozi"", ""Rutse"", ""Tozvi"", ""Rotvi""]}"
lpa,Lelepa,left-to-right,"{""region"": ""Vanuatu, Pacific"", ""alternate-names"": [""Havannah Harbour""]}"
lpe,Lepki,left-to-right,"{""region"": ""Indonesia, Asia""}"
lpn,Long Phuri Naga,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Amimi Naga"", ""Longpfuri"", ""Longpfuru"", ""Mimi""]}"
lpo,Lipo,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Central Lisu"", ""Eastern Lisu"", ""Lolongo"", ""Eastern Lipo"", ""Western Lipo""]}"
lpx,Lopit,left-to-right,"{""region"": ""South Sudan, Africa"", ""alternate-names"": [""Lafiit"", ""Lafit"", ""Lafite"", ""Lofit"", ""Lopid"", ""Loppit"", ""Lolongo"", ""Logonowati"", ""Iboni"", ""Mura""]}"
lqr,Logir,,{}
lra,Rara Bakati',left-to-right,"{""region"": ""Malaysia, Asia"", ""alternate-names"": [""Bekati' Kendayan"", ""Bekati' Nyam-Pelayo"", ""Bekatiq"", ""Lara'"", ""Luru"", ""Bina'e""]}"
lrc,Northern Luri,right-to-left,"{""region"": ""Islamic Republic of Iran, Asia"", ""alternate-names"": [""Luristani"", ""Khorramabadi"", ""Mahali (Rural)"", ""Cagani"", ""Borujerdi"", ""Bala-Gariva'i"", ""Andimeshki"", ""Nahavandi""]}"
lre,Laurentian,left-to-right,"{""region"": ""Canada, Americas""}"
lrg,Laragia,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Gulumirrgin"", ""Laragiya"", ""Larakia"", ""Larakiya""]}"
lri,Marachi,left-to-right,"{""macrolanguage"": ""luy"", ""description"": ""Olumarachi"", ""region"": ""Kenya, Africa""}"
lrk,Loarki,left-to-right,"{""region"": ""Pakistan, Asia""}"
lrl,Lari,right-to-left,"{""region"": ""Islamic Republic of Iran, Asia"", ""alternate-names"": [""Larestani""]}"
lrm,Marama,left-to-right,"{""macrolanguage"": ""luy"", ""description"": ""Olumarama"", ""region"": ""Kenya, Africa""}"
lrn,Lorang,left-to-right,"{""region"": ""Indonesia, Asia""}"
lro,Laro,left-to-right,"{""region"": ""Sudan, Africa"", ""alternate-names"": [""Laru"", ""Leera"", ""Liira"", ""Ngwullaro"", ""Yillaro"", ""Yidundili-Yigoromany"", ""Yilaru""]}"
lrr,Southern Yamphu,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Lohorong"", ""Lohrung"", ""Lohrung Khap"", ""Lohrung Khate"", ""Southern Lohorung"", ""Southern Lorung"", ""Yakkhaba Lorung"", ""Yamphu"", ""Yamphe Kha"", ""Gessa"", ""Yakkhaba"", ""Yakkhaba Khap"", ""Yamphe (Newahang Yamphe)""]}"
lrt,Larantuka Malay,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Bahasa Nagi"", ""Ende Malay"", ""Melayu Larantuka"", ""Nagi""]}"
lrv,Larevat,left-to-right,"{""region"": ""Vanuatu, Pacific"", ""alternate-names"": [""Laravat""]}"
lrz,Lemerig,left-to-right,"{""region"": ""Vanuatu, Pacific"", ""alternate-names"": [""Bek"", ""Leon"", ""P\u00e4k"", ""Sasar""]}"
lsa,Lasgerdi,left-to-right,"{""region"": ""Islamic Republic of Iran, Asia"", ""alternate-names"": [""L\u00e4sgerdi"", ""Lasjerdi"", ""L\u00e4sjerdi""]}"
lsb,Burundian Sign Language,left-to-right,"{""description"": ""Langue des Signes Burundaise"", ""region"": ""Burundi, Africa""}"
lsc,Albarradas Sign Language,,"{""description"": ""Lengua de se\u00f1as Albarradas""}"
lsd,Lishana Deni,right-to-left,"{""region"": ""Israel, Asia"", ""alternate-names"": [""Judeo-Aramaic"", ""Kurdit"", ""Lishan Hozaye"", ""Lishan Hudaye"", ""Shukho"", ""Barashe""]}"
lse,Lusengo,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Losengo"", ""Loleko"", ""Eleku"", ""Iliku (Eleko)"", ""Kele"", ""Leko"", ""Leku"", ""Lipoto (Ingundji)""]}"
lsg,Lyons Sign Language,left-to-right,"{""description"": ""Deprecated from 2018-03-08. "", ""region"": ""France, Europe""}"
lsh,Lish,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Lish Monpa"", ""Lishpa"", ""Monpa""]}"
lsi,Lashi,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Acye"", ""Chashanhua"", ""Lachikwaw"", ""Laji"", ""Laqi"", ""Lasi"", ""Leqi"", ""Leshi"", ""Letsi"", ""Ac'ye"", ""Chashan"", ""Lacid"", ""Lacik"", ""Lashi-Maru"", ""Lechi""]}"
lsl,Latvian Sign Language,left-to-right,"{""region"": ""Latvia, Europe""}"
lsm,Saamia,left-to-right,"{""macrolanguage"": ""luy"", ""description"": ""Olusamia"", ""region"": ""Uganda, Africa"", ""alternate-names"": [""Bagwe"", ""Bassamia"", ""Gwe (Lugwe)"", ""Saamia (Samia)""]}"
lsn,Tibetan Sign Language,,{}
lso,Laos Sign Language,left-to-right,"{""region"": ""Lao People's Democratic Republic, Asia""}"
